# === Voice data start ===
[4.66, 3.71, 3.51, 4.14, 1.34, 4.39, 5.17, 3.15, 5.57, 4.82, 5.00, 5.31, 5.63, 6.26, 4.73, 6.82, 5.41, 4.82, 6.72, 4.77, 13.23, 43.31, 59.35, 56.11, 36.40, 20.32, 13.24, 10.54, 12.96, 10.78, 17.95, 14.56, 8.04, 42.15, 42.20, 49.86, 37.65, 31.06, 25.60, 13.10, 6.85, 2.91, 2.06, 2.26, 1.34, 2.42, 1.52, 0.95, 1.23, 1.15, 1.11, 1.19, 1.41, 1.70, 1.24, 1.26, 1.17, 1.87, 0.64, 0.87, 2.87, 0.22, 1.23, 2.41, ],
[2.62, 1.23, 1.52, 3.32, 1.11, 2.70, 3.12, 2.28, 3.57, 2.12, 4.17, 3.34, 2.98, 1.77, 0.47, 4.59, 17.56, 54.92, 62.88, 40.14, 21.22, 15.02, 10.16, 8.60, 13.97, 15.35, 14.25, 13.73, 6.39, 39.55, 46.06, 45.36, 37.17, 29.18, 21.79, 5.02, 6.03, 2.69, 2.51, 2.82, 2.43, 1.80, 2.86, 3.53, 2.17, 2.05, 3.74, 2.76, 3.31, 4.28, 4.74, 3.51, 3.70, 6.03, 5.26, 4.20, 6.12, 3.61, 5.59, 2.61, 2.58, 3.28, 2.77, 3.54, ],
[0.44, 1.19, 0.66, 0.84, 0.88, 1.36, 1.17, 2.58, 1.50, 1.86, 3.16, 0.94, 1.07, 1.06, 5.01, 19.64, 67.63, 64.03, 40.09, 31.11, 15.65, 11.14, 8.22, 5.04, 11.34, 17.70, 14.44, 15.34, 5.22, 42.25, 43.50, 36.91, 27.10, 18.33, 13.86, 9.07, 4.11, 3.34, 2.15, 2.00, 1.55, 1.01, 0.76, 1.00, 1.27, 0.72, 0.80, 0.78, 0.60, 1.59, 1.18, 1.50, 0.87, 1.21, 2.29, 2.22, 2.61, 1.92, 2.43, 1.49, 0.88, 1.12, 1.33, 1.26, ],
[1.60, 1.00, 1.44, 1.01, 1.05, 1.02, 1.02, 0.84, 0.53, 1.88, 1.26, 2.19, 2.15, 3.55, 1.93, 2.81, 3.94, 2.39, 4.33, 3.41, 5.17, 5.31, 2.83, 3.93, 3.90, 8.83, 87.54, 96.58, 100.10, 53.06, 48.71, 30.93, 18.19, 11.94, 15.56, 18.66, 19.34, 10.16, 7.65, 35.97, 36.08, 24.85, 19.57, 15.03, 6.48, 5.12, 3.88, 2.55, 2.74, 1.71, 1.28, 1.15, 1.22, 1.51, 1.11, 1.91, 2.21, 1.87, 0.56, 0.79, 1.10, 0.75, 0.49, 0.91, ],
[1.67, 1.80, 1.44, 0.22, 0.48, 1.76, 0.98, 0.78, 0.27, 0.80, 1.78, 1.00, 1.51, 1.73, 0.95, 1.24, 0.72, 1.99, 0.74, 56.20, 66.16, 97.53, 79.96, 50.35, 33.70, 22.38, 14.76, 7.99, 9.50, 12.61, 12.20, 10.30, 5.95, 37.60, 37.73, 31.87, 28.31, 24.63, 15.56, 4.31, 3.79, 2.16, 2.56, 1.36, 1.72, 2.56, 2.27, 1.19, 1.12, 1.24, 2.33, 2.64, 1.93, 1.18, 1.86, 2.20, 1.20, 2.11, 1.51, 3.29, 1.48, 1.37, 2.50, 1.92, ],
[4.41, 2.86, 4.33, 0.94, 2.53, 3.19, 1.18, 2.94, 0.34, 1.46, 0.97, 0.70, 1.01, 1.62, 0.75, 2.12, 2.83, 3.90, 2.21, 2.26, 3.04, 2.50, 3.34, 1.85, 51.98, 67.78, 66.23, 34.31, 25.89, 23.54, 11.36, 9.33, 9.58, 10.97, 13.15, 10.91, 6.91, 32.50, 52.16, 48.93, 43.37, 34.18, 31.01, 27.57, 13.50, 12.21, 2.05, 2.03, 1.84, 1.29, 1.44, 1.13, 1.30, 1.78, 0.75, 1.39, 0.87, 1.12, 1.51, 1.44, 1.16, 2.30, 2.87, 3.15, ],
[2.33, 3.50, 3.05, 2.33, 0.59, 3.60, 3.41, 1.52, 3.48, 1.41, 2.40, 2.04, 1.21, 0.70, 3.62, 1.37, 1.37, 2.75, 2.53, 2.83, 2.70, 2.93, 2.52, 3.58, 2.24, 1.87, 2.58, 16.09, 65.48, 70.46, 46.07, 24.30, 19.15, 12.10, 6.85, 10.69, 12.96, 14.80, 13.27, 21.53, 50.00, 54.44, 43.40, 41.38, 25.77, 18.15, 6.79, 5.15, 1.02, 2.33, 3.17, 2.11, 1.09, 1.27, 1.59, 0.59, 0.84, 1.69, 1.14, 1.42, 2.58, 0.42, 1.27, 2.21, ],
[4.60, 4.69, 4.09, 5.42, 4.69, 2.70, 4.81, 4.45, 4.94, 2.09, 4.52, 3.51, 3.82, 2.37, 2.87, 2.35, 2.99, 6.94, 46.21, 67.26, 77.82, 42.17, 29.61, 22.16, 13.74, 10.53, 13.29, 12.71, 17.76, 15.42, 5.93, 37.98, 35.71, 38.24, 24.94, 27.96, 21.18, 11.72, 3.74, 2.76, 2.25, 2.29, 1.08, 2.28, 1.54, 1.22, 2.78, 1.61, 2.25, 2.32, 2.41, 1.79, 3.10, 2.07, 1.74, 4.14, 1.20, 3.05, 4.83, 1.92, 2.14, 2.09, 2.91, 3.09, ],
[0.58, 1.86, 0.44, 1.04, 1.09, 0.72, 0.49, 0.41, 0.79, 1.61, 0.88, 0.91, 0.79, 1.21, 0.98, 2.06, 0.70, 19.44, 76.07, 93.24, 68.80, 49.65, 33.02, 26.41, 12.43, 8.99, 15.18, 13.67, 10.78, 10.09, 8.94, 33.57, 29.78, 30.40, 29.24, 16.97, 15.81, 14.57, 5.42, 4.65, 2.98, 1.86, 1.93, 1.35, 3.01, 0.92, 1.90, 0.88, 0.23, 2.49, 0.62, 1.50, 0.81, 0.36, 1.12, 1.19, 0.54, 1.08, 1.30, 0.78, 2.34, 1.92, 3.12, 1.71, ],
[2.71, 2.00, 2.20, 2.39, 1.45, 0.93, 2.15, 2.08, 1.54, 1.96, 2.69, 1.53, 1.82, 3.21, 1.95, 5.30, 3.58, 2.98, 3.17, 3.98, 4.94, 43.96, 63.10, 70.72, 70.91, 33.78, 17.85, 16.78, 9.88, 10.37, 12.24, 12.33, 10.32, 5.14, 15.78, 36.37, 38.99, 32.77, 29.93, 25.56, 17.45, 4.93, 5.42, 4.41, 3.53, 2.45, 3.05, 3.30, 4.50, 4.12, 3.08, 3.13, 4.64, 2.19, 3.09, 4.22, 2.92, 3.93, 3.16, 4.67, 3.66, 4.79, 3.46, 4.03, ],
[4.35, 4.23, 1.91, 2.92, 3.68, 1.18, 1.43, 0.74, 0.88, 1.42, 1.52, 0.92, 3.46, 3.15, 4.97, 4.90, 23.93, 61.66, 66.54, 78.75, 41.42, 17.84, 15.58, 10.81, 8.10, 11.68, 15.41, 17.43, 9.67, 5.94, 33.09, 33.92, 29.09, 31.58, 19.45, 19.63, 10.41, 3.85, 3.03, 2.16, 1.86, 1.48, 1.76, 1.30, 1.94, 2.37, 1.45, 1.06, 1.10, 1.14, 2.12, 2.62, 1.93, 3.80, 2.65, 2.90, 3.59, 3.14, 3.58, 2.47, 3.34, 4.29, 3.01, 6.06, ],
[2.04, 0.73, 1.38, 0.85, 2.23, 0.93, 1.17, 1.02, 1.99, 2.99, 2.35, 2.26, 1.72, 1.06, 1.16, 6.03, 33.06, 56.93, 65.09, 37.70, 10.62, 10.79, 7.46, 7.16, 13.29, 19.20, 22.23, 10.00, 4.81, 36.54, 37.06, 33.01, 32.49, 29.22, 18.03, 6.20, 4.90, 2.61, 2.62, 1.46, 2.04, 1.17, 1.57, 1.08, 1.87, 0.82, 1.22, 2.10, 1.07, 2.25, 1.28, 3.03, 2.58, 0.80, 2.37, 2.27, 1.68, 2.97, 2.55, 2.86, 0.58, 2.07, 1.92, 2.66, ],
[5.81, 4.29, 4.68, 6.67, 3.80, 4.50, 3.19, 3.11, 4.80, 3.60, 3.82, 2.73, 2.99, 2.08, 3.92, 3.32, 3.87, 3.06, 2.27, 3.84, 3.03, 6.23, 58.91, 57.13, 54.17, 27.24, 14.63, 10.80, 6.10, 6.28, 9.48, 16.24, 13.78, 12.07, 15.94, 34.62, 44.06, 30.60, 33.53, 22.45, 14.72, 6.67, 3.75, 3.55, 2.86, 2.18, 1.27, 1.77, 1.03, 1.31, 0.56, 1.47, 0.72, 1.47, 0.88, 1.82, 1.96, 0.44, 1.52, 1.29, 1.44, 1.11, 0.73, 0.92, ],
[0.81, 1.10, 1.51, 1.94, 1.21, 1.48, 0.93, 1.44, 1.53, 0.94, 2.26, 1.28, 1.50, 1.86, 0.57, 1.22, 0.82, 13.66, 61.05, 58.99, 52.30, 15.68, 14.55, 8.48, 4.82, 4.51, 13.17, 14.31, 12.40, 7.78, 11.82, 39.76, 32.79, 30.54, 28.10, 23.51, 16.57, 11.77, 7.01, 3.10, 2.32, 2.24, 1.61, 1.48, 1.76, 1.63, 1.02, 1.74, 1.48, 1.15, 1.91, 1.07, 0.50, 2.33, 1.03, 2.06, 1.83, 1.23, 0.28, 0.81, 1.04, 0.84, 0.70, 0.81, ],
