# === Voice data start ===
[160.89, 187.35, 144.20, 127.41, 78.68, 30.77, 16.87, 8.86, 8.36, 6.00, 3.91, 3.76, 3.41, 4.66, 2.96, 3.01, 2.45, 3.39, 3.26, 4.71, 2.58, 2.42, 2.69, 3.52, 3.45, 5.01, 4.62, 6.00, 3.95, 5.67, 4.80, 7.23, ],
[151.58, 145.35, 168.71, 165.37, 142.45, 100.27, 33.29, 21.06, 10.52, 10.64, 6.82, 5.63, 5.28, 10.74, 4.05, 2.46, 1.72, 3.89, 3.91, 4.91, 2.66, 4.40, 3.03, 3.31, 2.85, 2.85, 8.03, 3.46, 4.68, 4.85, 3.76, 4.48, ],
[155.25, 151.14, 143.54, 124.84, 97.64, 63.16, 21.17, 14.16, 11.01, 8.21, 4.49, 3.76, 4.74, 3.07, 3.57, 2.15, 2.70, 2.72, 2.07, 3.15, 2.59, 3.74, 2.36, 5.79, 4.18, 3.27, 4.40, 4.09, 6.94, 3.65, 4.42, 10.30, ],
[152.69, 139.89, 168.39, 158.45, 143.50, 105.48, 36.13, 22.96, 9.80, 11.18, 7.97, 6.50, 5.42, 5.40, 3.05, 6.82, 3.49, 3.99, 2.35, 3.47, 3.95, 3.35, 2.65, 4.83, 5.57, 5.37, 4.11, 3.53, 4.18, 3.97, 4.29, 6.03, ],
[154.10, 144.52, 177.09, 178.76, 153.19, 108.25, 35.22, 22.66, 9.79, 10.72, 7.73, 6.97, 6.52, 3.52, 5.53, 2.15, 4.97, 4.13, 3.36, 2.48, 3.39, 2.25, 2.20, 4.60, 3.07, 4.17, 4.26, 6.84, 5.75, 5.45, 3.81, 4.39, ],
[168.42, 158.76, 154.47, 138.39, 102.82, 42.80, 18.76, 13.15, 10.01, 8.42, 5.28, 3.61, 3.69, 5.81, 1.88, 3.38, 3.13, 3.03, 3.72, 3.08, 5.40, 5.15, 2.11, 4.04, 3.21, 3.50, 3.56, 6.86, 4.01, 4.02, 3.84, 5.10, ],
[166.47, 157.34, 138.02, 130.91, 100.63, 42.26, 18.92, 12.30, 10.56, 7.82, 6.91, 4.09, 3.87, 3.61, 2.06, 5.58, 3.73, 2.71, 1.94, 4.04, 4.69, 2.54, 3.03, 4.46, 3.66, 2.75, 4.25, 5.50, 3.70, 3.86, 4.44, 4.73, ],
[165.94, 162.50, 174.21, 142.18, 120.14, 45.24, 27.55, 12.68, 10.79, 8.90, 6.28, 4.43, 3.23, 4.29, 2.65, 2.31, 3.74, 2.95, 2.39, 4.45, 3.27, 2.16, 3.32, 2.64, 3.01, 3.58, 4.99, 4.95, 3.47, 4.25, 6.10, 4.73, ],
[153.06, 145.83, 177.65, 184.04, 152.94, 117.98, 81.38, 23.90, 17.26, 11.13, 9.81, 6.17, 4.35, 3.77, 4.74, 2.97, 7.69, 5.19, 2.52, 4.02, 3.78, 4.26, 4.53, 6.55, 3.08, 3.09, 6.26, 4.16, 5.62, 3.89, 3.98, 6.03, ],
[164.33, 156.99, 166.78, 134.52, 110.61, 42.24, 25.16, 11.65, 12.67, 7.91, 8.01, 6.84, 3.71, 9.28, 2.79, 9.18, 5.86, 8.38, 5.26, 6.08, 5.96, 2.12, 2.76, 3.57, 5.43, 7.39, 7.06, 8.35, 4.57, 6.67, 6.07, 6.37, ],
[163.03, 154.64, 154.05, 131.58, 110.53, 43.12, 25.63, 12.08, 11.11, 8.31, 7.33, 7.69, 3.54, 3.91, 3.54, 2.54, 8.71, 4.17, 2.54, 4.57, 4.28, 3.46, 3.40, 3.27, 2.70, 3.13, 4.75, 4.42, 3.46, 3.87, 7.17, 5.76, ],
