aX,aY,aZ,gX,gY,gZ
-0.964,0.097,1.247,51.453,-433.350,53.894
-0.834,0.493,1.970,77.087,-430.664,62.988
-0.759,0.983,2.459,103.210,-393.127,62.134
-0.772,1.296,2.522,120.728,-328.369,36.926
-0.698,1.238,2.456,121.887,-271.667,-9.521
-0.658,0.795,2.309,98.145,-236.450,-58.044
-0.641,0.118,2.359,50.049,-221.436,-95.825
-0.591,-0.428,2.678,-11.108,-221.985,-109.070
-0.352,-0.935,2.916,-62.195,-223.206,-94.116
-0.392,-0.752,3.853,-81.665,-205.200,-48.706
-0.266,-0.720,3.996,-88.562,-165.466,-26.611
-0.158,-0.827,4.000,-59.082,-132.507,-18.799
-0.182,-0.608,4.000,-35.767,-107.056,1.038
-0.138,-0.173,4.000,-11.230,-64.697,25.940
-0.071,0.180,4.000,11.902,-11.658,38.086
0.005,0.261,4.000,25.574,48.218,32.043
0.018,0.188,3.508,33.325,104.431,19.409
0.037,0.221,3.106,30.334,133.728,12.878
-0.003,0.076,3.050,5.676,145.142,1.953
-0.084,-0.032,2.898,-25.085,168.945,-5.981
-0.184,-0.123,2.536,-46.997,204.834,-8.850
-0.189,-0.173,2.139,-66.284,237.061,-9.827
-0.266,-0.154,1.737,-69.946,252.930,-7.751
-0.237,-0.052,1.698,-68.237,240.845,-4.395
-0.232,0.018,1.675,-46.082,229.919,-5.859
-0.269,0.018,1.598,-17.090,227.539,-13.123
-0.286,-0.066,1.675,9.888,224.121,-17.273
-0.311,-0.054,1.601,36.133,229.919,-12.573
-0.350,0.016,1.412,57.251,242.920,-4.883

0.703,-0.311,-1.853,-49.744,47.485,-25.635
0.757,-0.369,-1.886,-52.185,23.315,-19.775
0.772,-0.380,-1.854,-52.490,-4.089,-12.756
0.755,-0.357,-1.850,-47.791,-30.701,-5.005
0.697,-0.348,-1.802,-36.621,-59.509,1.648
0.661,-0.297,-1.626,-19.836,-93.140,8.423
0.621,-0.256,-1.437,-1.099,-122.803,14.282
0.509,-0.286,-1.324,12.451,-144.165,16.602
0.398,-0.324,-1.256,21.057,-162.842,20.752
0.315,-0.332,-1.124,25.208,-184.937,28.137
0.254,-0.277,-0.985,26.794,-206.116,37.537
0.132,-0.200,-0.841,26.062,-224.304,45.349
0.062,-0.156,-0.643,20.813,-240.967,49.561
-0.020,-0.110,-0.486,16.724,-251.343,52.368
-0.073,-0.057,-0.393,16.968,-256.042,54.565
-0.180,-0.006,-0.407,22.339,-257.874,55.603
-0.322,-0.031,-0.457,29.297,-264.465,54.199
-0.500,-0.025,-0.242,36.011,-287.903,52.979
-0.640,0.058,0.286,51.208,-322.510,51.575
-0.668,0.219,0.965,83.984,-351.685,49.194
-0.578,0.366,1.666,111.572,-362.976,44.006
-0.423,0.441,2.346,108.521,-351.013,33.569
-0.315,0.401,2.677,93.140,-308.411,20.630
-0.258,0.312,2.414,79.834,-236.877,7.812
-0.234,0.267,2.012,61.035,-185.669,-2.441
-0.192,0.210,2.003,25.330,-178.894,-11.108
-0.166,0.159,2.248,-15.808,-186.157,-18.311
-0.090,0.032,2.512,-52.917,-184.753,-25.208
-0.074,-0.299,3.020,-82.153,-183.167,-29.114
-0.030,-0.039,2.319,-72.449,-161.255,-16.785
-0.032,-0.249,2.775,-80.322,-159.241,-18.127
0.000,-0.138,2.749,-75.562,-151.917,-0.122
0.016,-0.118,2.919,-47.852,-146.484,6.226
-0.000,0.006,3.298,-30.579,-139.954,10.193
0.016,0.320,3.830,-11.719,-122.864,16.785
0.032,0.652,4.000,15.015,-79.102,16.052
0.019,0.707,3.979,36.621,-9.460,-0.061
-0.010,0.420,3.474,44.495,62.927,-26.001
-0.026,0.035,3.113,36.560,110.352,-44.983
-0.060,-0.166,2.711,24.841,141.724,-45.837
-0.025,-0.245,2.501,3.784,161.804,-36.560
-0.059,-0.231,2.245,-16.052,178.650,-25.452
-0.086,-0.339,1.964,-24.292,190.918,-20.569
-0.109,-0.389,1.774,-21.606,191.101,-12.756
-0.113,-0.251,1.804,-9.644,180.115,1.526
-0.141,-0.052,2.062,7.080,166.565,12.268
-0.215,0.131,2.373,26.794,165.649,14.587
-0.287,0.342,2.595,47.424,180.542,13.123
-0.330,0.476,2.565,64.148,211.670,5.920
-0.409,0.431,2.203,66.101,255.371,-8.240
-0.495,0.180,1.797,50.171,294.739,-25.574
-0.549,-0.079,1.410,24.170,325.806,-34.485
-0.591,-0.214,1.023,-0.732,350.220,-30.823
-0.607,-0.289,0.664,-24.292,368.164,-22.766
-0.573,-0.274,0.237,-41.138,380.554,-12.634
-0.533,-0.222,-0.193,-48.889,382.080,-3.052
-0.449,-0.218,-0.506,-56.335,370.789,1.038
-0.350,-0.182,-0.774,-53.406,353.088,5.554
-0.231,-0.161,-1.004,-45.898,329.651,7.629
-0.113,-0.159,-1.161,-35.095,295.898,7.080
0.012,-0.156,-1.223,-23.621,261.169,6.836
0.129,-0.147,-1.244,-10.681,230.774,6.409
0.224,-0.125,-1.287,2.319,205.322,6.042
0.299,-0.119,-1.342,10.742,183.228,5.493
0.338,-0.132,-1.345,11.536,163.269,4.578
0.365,-0.127,-1.340,7.141,145.508,5.676
0.370,-0.106,-1.451,0.977,135.132,7.812
0.412,-0.095,-1.630,-9.583,126.221,10.010
0.473,-0.077,-1.856,-18.982,114.075,11.597
0.532,-0.025,-2.085,-24.536,94.971,13.245
0.612,-0.005,-2.193,-29.907,65.002,13.062
0.688,0.043,-2.201,-34.851,28.687,11.108
0.697,0.063,-2.194,-34.485,-5.005,7.446
0.644,-0.085,-2.079,-31.189,-39.307,-0.427
0.591,-0.148,-1.899,-21.362,-74.524,-0.244
0.544,-0.081,-1.731,-6.592,-103.943,7.385
0.483,-0.015,-1.568,3.418,-127.991,11.780
0.392,-0.021,-1.464,7.935,-146.973,10.803
0.304,-0.034,-1.428,10.742,-162.842,10.986
0.223,-0.018,-1.421,10.620,-180.176,13.794
0.113,0.009,-1.357,7.263,-202.271,17.151
0.027,0.030,-1.202,-0.305,-227.600,19.104
-0.024,0.051,-1.036,-2.808,-251.404,19.958
-0.128,0.049,-0.942,-1.343,-269.775,19.775
-0.211,0.055,-0.865,-0.916,-288.391,20.264
-0.342,0.089,-0.838,4.578,-309.082,21.912
-0.524,0.066,-0.764,13.916,-335.999,21.667
-0.770,0.005,-0.602,20.508,-371.704,20.752
-1.020,-0.014,-0.195,27.710,-414.551,24.170
-1.260,0.078,0.564,42.908,-458.557,28.076
-1.289,0.281,1.663,76.477,-500.488,30.090
-1.068,0.650,2.770,109.375,-513.062,31.006
-0.863,0.978,3.414,121.582,-469.727,22.278
-0.602,0.764,3.665,119.812,-376.221,-13.306
-0.452,0.101,3.267,104.004,-272.705,-59.265
-0.392,-0.411,2.691,79.895,-202.515,-74.829
-0.339,-0.540,2.484,48.584,-178.467,-60.486
-0.317,-0.465,2.696,8.179,-178.772,-38.330
-0.257,-0.617,3.188,-42.175,-174.683,-27.527
-0.131,-0.497,2.976,-82.703,-148.621,-17.944
-0.194,-0.634,3.483,-107.727,-127.991,-7.019
-0.129,-0.358,3.755,-131.042,-112.671,21.484
-0.129,-0.227,3.905,-109.619,-81.787,31.006
-0.077,0.055,4.000,-74.951,-57.068,36.072
-0.036,0.512,4.000,-26.794,-19.348,43.579
-0.054,0.911,4.000,16.968,39.795,34.058
-0.043,0.696,3.550,52.673,108.765,-1.282
-0.131,0.280,2.999,73.120,155.640,-34.546
-0.155,0.008,2.523,76.477,184.204,-42.053
-0.177,-0.108,2.074,70.313,202.209,-34.851
-0.167,-0.253,1.872,52.917,204.041,-30.518
-0.175,-0.377,1.788,34.241,199.951,-24.414
-0.181,-0.424,1.768,18.677,197.205,-13.550
-0.200,-0.315,1.807,11.841,195.251,1.282
-0.214,-0.114,1.925,16.296,195.679,13.306
-0.226,0.049,2.084,26.550,200.562,15.991
-0.259,0.110,2.095,38.025,219.910,10.803
-0.330,0.127,1.830,51.025,249.878,4.883
-0.384,0.040,1.413,56.946,281.189,-0.427

0.601,-0.123,-2.155,-26.001,81.116,-23.315
0.628,-0.120,-2.246,-19.531,44.922,-21.729
0.627,-0.223,-2.206,-18.188,2.991,-22.949
0.592,-0.291,-2.117,-19.409,-36.316,-19.043
0.543,-0.270,-1.989,-18.372,-72.510,-9.705
0.505,-0.217,-1.805,-17.456,-106.506,-2.136
0.435,-0.157,-1.577,-19.104,-136.353,2.991
0.340,-0.123,-1.359,-22.095,-160.095,6.470
0.267,-0.102,-1.189,-22.766,-178.528,9.216
0.189,-0.075,-1.091,-22.400,-193.726,12.573
0.121,-0.075,-0.996,-23.804,-208.557,15.076
0.067,-0.106,-0.897,-22.644,-225.891,16.602
-0.002,-0.117,-0.809,-20.996,-242.432,19.714
-0.054,-0.148,-0.761,-15.564,-260.071,23.132
-0.170,-0.179,-0.748,-6.165,-280.151,27.283
-0.293,-0.212,-0.691,-1.099,-304.993,32.898
-0.464,-0.275,-0.537,1.160,-337.769,40.100
-0.606,-0.364,-0.298,7.690,-372.986,48.523
-0.722,-0.271,0.057,16.602,-402.100,64.331
-0.832,-0.184,0.541,23.254,-421.936,78.125
-0.946,-0.068,1.058,37.170,-427.368,84.656
-1.042,0.133,1.474,65.796,-416.870,89.417
-1.182,0.496,1.900,99.426,-404.297,90.210
-1.056,1.055,2.606,117.859,-406.799,85.449
-0.891,1.404,3.586,105.774,-415.283,60.608
-0.595,1.029,4.000,47.424,-375.854,-1.587
-0.406,0.143,4.000,-30.334,-268.433,-68.787
-0.306,-0.767,4.000,-100.769,-131.348,-94.482
0.047,-0.774,3.645,-135.010,-15.991,-69.702
0.049,-0.913,3.621,-148.315,14.282,-32.410
0.181,-0.333,3.449,-149.170,7.568,27.161
0.198,0.200,3.413,-96.558,7.690,54.321
0.218,0.492,3.465,-46.387,13.245,54.749
0.073,0.761,3.407,-3.052,37.964,47.302
0.116,0.851,3.034,44.739,67.383,31.799
0.082,1.000,3.161,80.261,70.618,13.184
0.058,0.861,3.205,93.689,89.905,-11.597
-0.057,0.652,2.782,100.891,138.000,-32.898
-0.120,0.332,2.276,95.520,177.551,-49.255
-0.200,-0.049,1.949,75.256,192.505,-59.387
-0.187,-0.321,1.839,52.490,193.115,-54.993
-0.143,-0.350,1.780,34.668,192.749,-36.926
-0.103,-0.329,1.792,21.118,193.359,-20.142
-0.115,-0.299,1.800,15.686,197.205,-8.911
-0.147,-0.283,1.746,21.179,207.642,-1.038
-0.177,-0.221,1.646,33.752,221.130,8.545
-0.214,-0.115,1.477,46.570,236.877,19.836
-0.247,-0.043,1.252,53.467,253.296,27.100
-0.277,0.011,0.990,53.650,270.386,31.006
-0.296,0.045,0.709,46.631,286.560,34.180
-0.312,0.102,0.439,32.837,298.157,35.339
-0.280,0.170,0.113,17.944,307.678,35.278
-0.239,0.212,-0.190,2.258,310.364,30.945
-0.158,0.251,-0.411,-13.733,302.246,22.766
-0.104,0.159,-0.623,-24.048,290.039,10.925
-0.032,0.000,-0.814,-42.969,278.015,2.625
0.050,0.056,-0.964,-68.970,266.052,6.714
0.125,0.023,-1.185,-74.463,252.930,4.333
0.168,-0.009,-1.461,-71.594,237.671,-1.892
0.243,-0.009,-1.691,-68.604,214.722,-3.113
0.321,-0.025,-1.837,-63.171,183.411,-5.737
0.409,-0.010,-1.984,-51.941,153.992,-8.850
0.486,0.029,-2.154,-36.011,125.488,-12.878
0.549,-0.026,-2.231,-27.527,91.675,-20.630
0.589,-0.116,-2.209,-24.353,53.284,-28.381
0.606,-0.192,-2.112,-22.583,15.076,-30.640
0.617,-0.222,-1.961,-18.860,-20.203,-28.137
0.610,-0.198,-1.800,-11.108,-51.758,-22.522
0.582,-0.161,-1.653,-3.845,-78.735,-17.883
0.540,-0.164,-1.504,1.831,-103.088,-15.808
0.486,-0.159,-1.381,5.493,-124.146,-12.695
0.415,-0.180,-1.303,5.432,-141.907,-9.888
0.348,-0.177,-1.251,2.930,-159.241,-4.639
0.272,-0.136,-1.179,-2.930,-178.406,1.892
0.205,-0.092,-1.087,-10.681,-199.097,7.996
0.098,-0.077,-1.002,-20.142,-218.872,12.756
0.023,-0.073,-0.989,-24.902,-239.197,16.785
-0.089,-0.081,-0.902,-23.560,-265.564,20.325
-0.218,-0.100,-0.792,-21.606,-296.265,24.109
-0.409,-0.150,-0.592,-20.630,-330.261,28.564
-0.574,-0.260,-0.387,-16.479,-360.352,35.095
-0.719,-0.284,-0.055,-1.648,-388.794,47.241
-0.811,-0.270,0.635,19.836,-422.363,58.472
-0.880,-0.169,1.475,56.946,-446.350,64.392
-0.780,0.077,2.257,101.501,-441.833,70.801
-0.601,0.370,2.849,130.554,-407.959,71.777
-0.510,0.521,3.083,141.602,-342.651,58.411
-0.486,0.478,2.994,133.057,-264.343,32.654
-0.393,0.357,2.865,92.651,-203.796,10.254
-0.293,0.180,2.844,25.085,-166.870,-4.822
-0.250,-0.074,2.824,-49.255,-143.372,-16.785
-0.031,0.178,2.772,-115.662,-121.460,-14.893
-0.076,-0.213,2.630,-124.390,-79.407,-19.226
-0.007,0.024,3.007,-172.546,-84.534,-0.305
0.106,0.153,2.771,-138.733,-53.284,9.583
0.140,0.064,2.877,-83.313,-58.350,-1.465
0.162,0.095,3.199,-37.659,-72.815,-2.747
0.179,0.159,3.384,4.578,-58.289,-1.465
0.194,0.252,3.416,38.452,-24.658,0.183
0.105,0.366,3.441,63.171,13.245,-2.991
0.138,0.246,3.278,73.975,60.913,-15.442
0.119,0.154,2.778,75.256,106.445,-19.226
0.099,0.239,2.674,61.401,119.690,-14.099
0.014,0.066,2.456,46.204,144.348,-24.048
-0.023,-0.134,2.080,36.743,174.194,-27.832
-0.034,-0.147,1.805,31.433,181.458,-17.517
-0.031,-0.053,1.750,28.992,171.326,-5.432
-0.030,0.036,1.860,28.992,160.217,-1.221
-0.067,0.064,1.944,34.119,159.607,-2.319
-0.102,0.039,1.968,44.006,168.457,-5.188
-0.132,-0.022,2.025,51.880,178.589,-8.057
-0.172,-0.074,2.006,60.486,195.007,-6.653
-0.209,-0.073,1.817,68.115,219.971,-1.770
-0.232,-0.100,1.554,66.589,245.422,3.052
-0.271,-0.179,1.281,54.443,267.761,7.568
-0.298,-0.225,0.991,38.025,289.368,13.855
-0.331,-0.197,0.696,19.958,307.678,22.522
-0.327,-0.168,0.386,0.977,322.021,29.846
-0.300,-0.155,0.047,-18.066,328.979,36.499

0.545,0.118,-2.159,-16.846,49.866,-10.376
0.581,0.021,-2.104,-21.057,5.127,-16.602
0.598,-0.022,-2.003,-21.240,-34.241,-17.517
0.589,-0.062,-1.867,-17.151,-68.481,-17.029
0.562,-0.126,-1.662,-13.672,-100.830,-17.212
0.519,-0.170,-1.455,-8.911,-128.296,-15.137
0.460,-0.163,-1.298,-3.601,-149.231,-10.986
0.380,-0.131,-1.184,1.953,-166.260,-6.836
0.312,-0.133,-1.089,5.249,-181.885,-4.883
0.228,-0.162,-1.015,5.798,-196.655,-3.418
0.172,-0.168,-0.895,2.441,-211.670,0.122
0.112,-0.106,-0.804,1.343,-226.013,5.005
0.036,-0.204,-0.711,0.793,-240.967,3.540
-0.033,-0.235,-0.641,-0.732,-253.967,7.385
-0.124,-0.132,-0.608,0.183,-265.930,19.531
-0.260,-0.070,-0.558,-0.549,-282.227,26.855
-0.432,-0.083,-0.398,-0.122,-307.190,29.114
-0.603,-0.066,-0.146,10.498,-338.196,32.532
-0.721,0.041,0.280,22.705,-370.972,40.894
-0.734,0.115,1.052,28.503,-406.616,44.373
-0.627,0.217,1.969,33.630,-426.331,44.800
-0.533,0.568,2.631,42.236,-395.447,51.331
-0.405,0.955,2.901,58.044,-326.172,48.767
-0.258,1.021,2.828,69.275,-252.930,18.921
-0.178,0.679,2.432,59.509,-190.186,-22.339
-0.164,0.159,2.159,30.212,-155.640,-56.274
-0.052,-0.199,2.011,-3.784,-151.367,-69.214
0.031,-0.257,2.296,-33.936,-153.992,-59.998
-0.132,-0.560,2.383,-25.818,-151.794,-43.518
-0.005,-0.392,3.162,-62.744,-180.542,-17.212
0.010,-0.267,3.340,-38.818,-153.381,2.625
0.040,-0.250,3.618,-5.249,-144.287,4.944
0.034,-0.062,4.000,16.113,-133.850,13.550
0.091,0.196,4.000,38.147,-101.257,21.057
0.143,0.420,4.000,57.922,-46.631,21.118
0.041,0.407,4.000,63.843,21.851,6.470
0.036,0.035,3.674,48.828,89.417,-15.808
-0.015,-0.175,3.175,14.160,143.738,-24.048
-0.047,-0.307,3.092,-34.729,167.847,-20.142
-0.084,-0.417,2.669,-75.500,216.492,-18.066
-0.131,-0.386,1.966,-92.468,266.296,-6.226
-0.128,-0.244,1.594,-103.088,267.944,10.376
-0.118,-0.133,1.399,-94.971,254.089,19.104
-0.095,0.069,1.363,-72.327,238.464,22.888
-0.116,0.373,1.505,-39.795,218.323,21.729
-0.132,0.661,1.677,-4.028,206.238,11.902
-0.144,0.841,1.775,28.687,205.627,-6.897
-0.164,0.814,1.708,54.565,214.966,-32.410
-0.199,0.558,1.435,70.740,232.605,-57.983
-0.241,0.199,1.138,75.195,247.192,-75.439
-0.256,-0.065,0.892,72.388,257.385,-76.843
-0.266,-0.186,0.635,68.054,265.686,-65.491
-0.245,-0.247,0.419,59.692,269.409,-51.331
-0.187,-0.287,0.194,47.791,269.592,-37.781
-0.151,-0.267,-0.015,31.494,265.625,-23.682
-0.148,-0.231,-0.126,16.785,255.310,-14.404
-0.105,-0.297,-0.264,-0.244,253.479,-10.498
-0.064,-0.313,-0.480,-21.179,260.742,-3.235
-0.008,-0.310,-0.745,-43.091,267.883,3.418
0.023,-0.223,-1.043,-58.350,269.897,7.202
0.048,-0.149,-1.396,-71.716,264.038,8.789
0.123,-0.240,-1.714,-74.646,238.525,0.732
0.188,-0.246,-1.872,-80.872,202.209,-0.916
0.269,-0.283,-1.948,-85.510,164.062,0.916
0.339,-0.380,-1.995,-87.341,129.456,1.953
0.454,-0.339,-2.025,-81.604,96.863,9.033
0.534,-0.239,-2.096,-64.392,66.040,15.259
0.566,-0.177,-2.148,-38.025,33.875,13.672
0.585,-0.187,-2.122,-10.315,-0.610,8.057
0.578,-0.302,-2.073,15.198,-33.386,2.441
0.543,-0.422,-2.067,32.593,-62.256,1.526
0.481,-0.420,-2.080,41.809,-90.393,8.972
0.382,-0.413,-1.975,39.368,-123.230,17.761
0.296,-0.436,-1.704,31.006,-160.767,24.963
0.251,-0.337,-1.426,25.635,-192.017,35.400
0.141,-0.229,-1.249,20.386,-212.158,45.044
0.045,-0.177,-1.099,11.658,-228.394,49.561
-0.056,-0.099,-0.996,3.967,-244.141,54.077
-0.146,-0.016,-1.018,3.845,-258.484,57.861
-0.246,0.022,-1.022,6.104,-280.273,57.190
-0.412,0.046,-0.925,10.742,-313.232,55.359
-0.647,0.000,-0.806,15.869,-349.365,54.077
-0.857,-0.100,-0.512,28.076,-392.761,55.115
-1.060,-0.146,0.015,47.974,-439.819,60.059
-1.208,0.093,0.772,65.918,-473.816,74.524
-1.239,0.493,1.794,94.849,-497.192,82.886
-1.110,1.091,2.841,131.348,-495.728,80.383
-0.823,1.638,3.370,163.696,-448.486,63.232
-0.576,1.525,3.548,158.630,-354.126,3.967
-0.542,0.594,3.256,103.699,-251.587,-80.872
-0.556,-0.421,3.172,24.353,-191.284,-130.920
-0.427,-1.069,3.432,-49.194,-173.950,-127.258
-0.099,-0.708,3.466,-101.379,-154.236,-81.299
-0.231,-0.670,4.000,-112.549,-126.038,-41.382
-0.037,-0.351,4.000,-128.784,-99.487,-7.507
-0.037,-0.360,4.000,-88.806,-44.739,0.488
-0.022,-0.347,3.987,-50.781,-16.663,5.310
0.028,-0.132,3.940,-20.569,2.808,22.644
-0.128,0.408,3.984,8.789,32.959,40.039
-0.029,0.483,3.330,34.241,84.351,31.799
-0.057,0.654,3.246,58.777,110.840,19.226
-0.137,0.504,2.823,76.050,139.893,-3.784
-0.205,0.225,2.554,74.646,162.598,-22.888
-0.248,-0.027,2.470,57.007,175.110,-31.189
-0.294,-0.328,2.483,26.123,189.087,-35.095
-0.301,-0.511,2.375,-5.554,213.318,-29.358
-0.318,-0.501,2.166,-32.532,240.601,-12.939
-0.349,-0.415,1.976,-50.110,259.583,1.587
-0.374,-0.318,1.895,-53.955,270.325,11.475
-0.370,-0.169,1.857,-43.457,280.457,18.860
-0.452,0.014,1.669,-20.203,298.401,24.231
-0.494,0.102,1.341,2.319,322.449,23.926
-0.528,0.105,1.006,16.846,338.928,19.531
-0.555,0.096,0.699,22.278,350.281,15.808
-0.557,0.078,0.375,20.813,358.521,12.817
-0.556,0.054,0.052,12.939,362.244,11.292
-0.508,0.045,-0.223,-0.122,357.056,11.658
-0.459,0.113,-0.487,-8.362,346.008,11.963
-0.383,0.100,-0.687,-20.264,331.909,6.470

0.320,-0.033,-2.310,-49.377,130.859,-19.348
0.411,-0.008,-2.292,-20.813,91.431,-23.621
0.457,-0.093,-2.360,5.249,59.143,-31.799
0.474,-0.227,-2.407,21.851,26.428,-38.513
0.486,-0.321,-2.367,27.405,-8.545,-37.659
0.467,-0.450,-2.211,24.536,-46.082,-31.494
0.450,-0.508,-1.979,20.813,-82.520,-19.348
0.414,-0.398,-1.782,18.921,-111.145,-1.099
0.375,-0.231,-1.667,14.832,-132.874,14.587
0.320,-0.112,-1.586,5.920,-154.663,22.705
0.267,-0.071,-1.458,-7.385,-178.467,26.123
0.197,-0.049,-1.292,-21.118,-203.003,27.771
0.139,-0.074,-1.111,-29.663,-225.403,28.809
0.094,-0.049,-0.964,-29.480,-243.103,35.095
0.011,0.011,-0.861,-21.118,-257.385,41.809
-0.063,0.055,-0.797,-7.568,-273.865,43.762
-0.161,0.026,-0.669,8.423,-296.204,40.588
-0.271,-0.018,-0.627,28.381,-315.552,37.781
-0.435,0.018,-0.643,44.983,-335.815,41.260
-0.664,0.016,-0.564,61.096,-366.089,43.640
-0.873,0.027,-0.352,71.655,-403.320,44.373
-1.025,0.073,0.158,75.500,-445.190,47.607
-1.140,0.066,0.976,75.256,-479.065,45.349
-1.260,0.149,1.889,81.055,-488.037,42.053
-1.132,0.473,2.868,83.862,-471.558,44.800
-0.900,0.856,3.630,88.013,-437.500,44.861
-0.676,1.083,4.000,82.397,-359.558,22.217
-0.518,0.880,4.000,63.599,-254.639,-20.813
-0.469,0.236,3.541,25.269,-161.255,-67.017
-0.392,-0.521,3.316,-23.315,-101.990,-92.407
-0.161,-0.563,2.147,-54.688,-65.613,-81.238
-0.204,-0.705,3.089,-89.478,-90.454,-61.584
-0.038,-0.418,3.352,-119.507,-87.402,-18.433
0.007,-0.381,3.085,-91.553,-48.096,-4.089
0.015,-0.336,2.938,-66.772,-35.278,6.897
0.023,-0.175,3.130,-38.696,-40.649,20.569
0.011,0.168,3.397,-4.761,-37.231,34.424
0.009,0.450,3.523,29.602,-15.930,36.804
-0.052,0.608,3.458,57.251,16.479,25.879
-0.101,0.631,3.555,70.984,56.641,4.517
-0.106,0.298,3.039,70.129,121.704,-23.865
-0.178,0.134,2.585,54.443,164.795,-34.424
-0.240,-0.045,2.620,18.677,169.739,-35.156
-0.297,-0.246,2.481,-15.686,193.726,-36.194
-0.313,-0.298,2.156,-34.119,225.464,-27.222
-0.299,-0.272,1.890,-43.762,237.488,-15.869
-0.296,-0.290,1.825,-49.316,231.628,-8.362
-0.301,-0.279,1.935,-44.006,222.717,-1.709
-0.318,-0.135,2.061,-25.208,224.670,9.033
-0.347,0.060,2.064,0.244,239.197,17.883
-0.418,0.167,1.890,20.386,263.428,17.822
-0.466,0.181,1.625,33.936,290.771,11.902
-0.531,0.196,1.314,38.818,315.918,8.301
-0.578,0.205,0.952,38.208,338.440,5.066
-0.589,0.241,0.606,31.372,351.257,2.563
-0.567,0.257,0.306,17.700,353.333,-1.709
-0.531,0.184,-0.025,0.366,350.220,-8.240
-0.464,0.105,-0.359,-20.447,343.872,-13.733
-0.425,0.008,-0.590,-37.354,329.285,-20.264
-0.324,-0.141,-0.842,-53.040,319.214,-23.621
-0.164,-0.073,-1.139,-66.101,307.373,-14.343
-0.009,0.059,-1.339,-82.458,278.564,-10.254
0.071,0.071,-1.473,-96.069,250.061,-20.020
0.166,-0.104,-1.532,-104.492,223.572,-35.400
0.212,-0.270,-1.665,-100.281,199.951,-44.495
0.318,-0.309,-1.811,-82.642,177.002,-42.297
0.434,-0.271,-1.929,-56.946,150.818,-37.659
0.515,-0.248,-2.023,-29.297,123.840,-37.537
0.569,-0.253,-2.075,-3.540,95.154,-39.978
0.588,-0.344,-2.079,18.311,65.308,-42.908
0.605,-0.388,-2.089,37.598,37.354,-39.795
0.584,-0.381,-2.196,48.218,13.550,-31.189
0.550,-0.423,-2.311,43.762,-12.451,-22.339
0.505,-0.525,-2.267,31.982,-49.744,-12.817
0.474,-0.526,-2.031,16.479,-93.872,2.502
0.432,-0.359,-1.765,2.808,-130.920,23.071
0.378,-0.229,-1.565,-7.568,-157.288,37.231
0.322,-0.171,-1.419,-16.418,-178.955,41.870
0.244,-0.183,-1.342,-17.273,-198.486,43.213
0.174,-0.129,-1.219,-11.230,-220.276,49.744
0.104,-0.013,-1.039,-7.019,-240.173,56.396
-0.003,0.059,-0.970,9.888,-256.287,54.321
-0.103,-0.019,-0.831,28.748,-277.344,44.067
-0.218,-0.131,-0.598,36.377,-301.208,38.574
-0.341,-0.136,-0.477,40.466,-313.049,43.152
-0.530,-0.105,-0.499,46.143,-320.129,51.086
-0.725,-0.141,-0.407,47.791,-340.210,55.725
-0.890,-0.183,0.078,43.213,-377.625,60.242
-0.994,-0.108,0.858,43.396,-414.978,66.467
-0.917,0.067,1.772,41.870,-437.012,77.026
-0.747,0.398,2.720,22.827,-430.786,88.135
-0.537,0.760,3.310,-2.075,-385.010,94.849
-0.307,0.944,3.506,-16.296,-295.288,80.261
-0.167,0.897,2.952,-20.813,-185.913,52.002
-0.116,0.750,2.190,-11.658,-115.784,26.306
-0.088,0.611,1.785,-0.305,-102.600,6.226
-0.201,0.519,1.737,11.963,-124.512,-9.888
-0.037,0.344,2.339,22.522,-154.846,-21.423
-0.119,0.293,1.886,50.903,-166.565,-26.978
-0.091,-0.028,2.987,18.433,-209.290,-39.673
-0.051,-0.003,3.251,0.305,-188.293,-22.400
-0.040,-0.019,3.053,6.714,-142.334,-15.930
-0.051,-0.059,2.869,-0.671,-113.770,-12.329
-0.039,-0.110,3.147,-9.705,-108.643,-11.292
-0.009,0.041,3.674,-2.014,-101.990,-4.822
0.016,0.246,3.996,24.048,-66.223,0.549
0.070,0.344,4.000,46.387,0.061,-4.272
-0.030,0.256,3.820,52.551,82.458,-20.935
-0.064,-0.236,2.846,49.744,174.316,-43.640
-0.143,-0.379,2.051,37.964,219.666,-37.720
-0.126,-0.316,1.795,19.104,200.684,-15.808
-0.109,-0.225,1.811,3.662,179.321,-3.418
-0.087,-0.079,1.905,-3.296,169.006,7.019
-0.075,0.047,2.002,0.000,166.870,10.620
-0.105,0.145,2.114,8.301,170.166,8.301
-0.159,0.269,2.314,21.606,175.781,4.272
-0.203,0.449,2.449,37.292,190.918,-0.610
-0.264,0.525,2.323,47.607,221.375,-12.268
-0.322,0.457,2.026,48.462,255.859,-29.419

0.634,-0.068,-1.837,-32.715,-14.465,31.799
0.599,0.061,-1.799,-27.039,-51.025,34.180
0.576,0.245,-1.705,-17.273,-87.097,34.668
0.501,0.332,-1.567,-9.521,-120.605,27.222
0.413,0.277,-1.470,-0.366,-149.292,13.611
0.328,0.204,-1.333,12.512,-177.307,2.502
0.220,0.111,-1.156,24.597,-205.200,-3.784
0.165,0.000,-0.968,27.893,-227.295,-5.493
0.086,0.078,-0.821,37.903,-245.361,-3.235
-0.009,-0.031,-0.734,46.814,-260.864,-10.925
-0.065,-0.154,-0.566,45.837,-276.978,-15.930
