aX,aY,aZ,gX,gY,gZ
-0.477,-0.828,0.713,-46.387,-8.423,207.092
-0.499,-0.575,0.748,-34.485,-6.836,216.736
-0.541,-0.254,0.786,-17.273,-6.958,224.609
-0.569,0.188,0.899,0.366,-9.094,233.521
-0.564,0.595,0.974,12.756,-9.705,232.483
-0.506,0.825,1.006,14.343,-9.705,217.163
-0.467,1.029,0.974,7.263,-9.216,199.341
-0.420,1.202,0.940,-2.625,-13.000,182.800
-0.399,1.336,0.959,-13.611,-21.301,165.283
-0.404,1.503,1.208,-24.963,-35.706,149.536
-0.431,1.792,1.602,-34.485,-48.340,138.489
-0.411,2.167,1.833,-36.987,-41.809,126.038
-0.404,2.488,1.801,-33.508,-20.508,104.187
-0.337,2.597,1.689,-24.719,-1.221,69.946
-0.317,2.468,1.582,-15.503,11.230,28.320
-0.278,2.220,1.435,-6.348,21.973,-9.033
-0.212,2.018,1.292,2.075,28.198,-36.011
-0.171,1.909,1.129,6.958,31.616,-55.420
-0.201,1.794,0.955,9.094,32.410,-75.378
-0.173,1.598,0.911,13.123,26.611,-98.267
-0.165,1.471,0.952,18.738,20.752,-115.784
-0.167,1.234,0.944,22.827,22.034,-132.996
-0.162,0.935,0.848,28.381,28.320,-148.621

-0.326,-1.266,1.289,6.958,5.920,-201.599
-0.294,-1.165,0.396,7.446,52.612,-173.218
-0.262,-1.450,0.398,13.184,17.944,-172.180
-0.151,-1.651,1.229,16.785,-36.316,-159.851
-0.186,-1.627,1.161,12.451,-12.878,-128.601
-0.228,-1.723,0.538,15.198,25.635,-106.812
-0.207,-1.870,0.543,25.330,11.292,-92.712
-0.167,-2.015,0.780,31.128,-11.108,-75.317
-0.155,-2.103,0.797,33.081,-11.719,-53.223
-0.143,-2.210,0.744,32.410,-7.996,-30.762
-0.120,-2.240,0.796,28.198,-10.742,-7.141
-0.092,-2.231,0.865,18.616,-13.184,16.418
-0.106,-2.191,0.835,4.700,-9.460,39.612
-0.114,-2.139,0.781,-11.841,-5.676,64.148
-0.137,-2.027,0.776,-29.053,-5.676,89.172
-0.159,-1.741,0.528,-38.147,-5.005,109.253
-0.186,-1.794,0.644,-46.509,-15.869,116.516
-0.261,-1.501,0.717,-59.387,-18.433,140.686
-0.318,-1.234,0.593,-62.683,-10.315,160.278
-0.384,-1.021,0.496,-59.814,-8.179,167.358
-0.438,-0.785,0.470,-52.185,-12.329,175.049
-0.484,-0.545,0.530,-43.579,-19.775,182.312
-0.498,-0.270,0.658,-35.339,-27.405,190.308
-0.506,-0.022,0.761,-28.809,-31.616,195.496
-0.524,0.217,0.933,-26.550,-34.790,197.632
-0.498,0.415,1.135,-29.053,-36.987,198.364
-0.471,0.711,1.122,-34.912,-29.785,200.195
-0.480,0.979,1.034,-38.940,-23.499,196.594
-0.467,1.331,1.197,-44.006,-31.616,192.078
-0.504,1.852,1.510,-51.758,-37.598,186.646
-0.519,2.374,1.494,-47.974,-26.123,172.241
-0.453,2.701,1.419,-34.058,-15.747,139.709
-0.378,2.717,1.510,-18.005,-15.808,95.337
-0.265,2.611,1.527,-11.536,-7.935,51.392
-0.246,2.100,1.428,-7.629,5.493,6.958
-0.192,2.000,1.437,-4.333,12.695,-14.893
-0.184,1.915,1.429,2.075,17.273,-29.602
-0.174,1.895,1.282,8.179,27.588,-46.265
-0.170,1.769,1.195,10.376,32.898,-65.125
-0.183,1.529,1.125,12.268,34.241,-87.891
-0.172,1.244,1.020,17.822,36.743,-106.079
-0.112,1.036,0.909,23.437,37.964,-117.065
-0.107,0.906,0.782,28.992,39.612,-124.329
-0.122,0.689,0.728,34.424,37.659,-133.911
-0.134,0.548,0.725,42.725,33.325,-139.832
-0.181,0.417,0.712,52.368,30.884,-142.822
-0.249,0.235,0.624,60.181,29.663,-147.156
-0.335,0.016,0.541,65.735,26.123,-150.391
-0.342,-0.204,0.640,70.190,14.404,-151.062
-0.282,-0.386,0.734,72.632,4.883,-149.292
-0.267,-0.573,0.746,67.688,3.235,-148.010
-0.260,-0.821,0.929,53.101,-3.601,-150.146
-0.111,-1.282,1.145,26.917,4.578,-140.930
-0.121,-0.735,0.681,16.174,38.330,-106.506
-0.121,-1.120,0.380,12.939,27.405,-127.319
-0.113,-1.445,1.051,5.676,-15.198,-138.428
-0.124,-1.520,1.030,-5.981,0.549,-121.033
-0.138,-1.620,0.428,-12.390,36.255,-104.309
-0.109,-1.819,0.443,-10.559,22.949,-93.384
-0.050,-2.031,0.699,-7.324,1.526,-78.003
-0.021,-2.182,0.590,-5.737,3.540,-56.213
0.004,-2.312,0.563,-3.296,1.160,-31.067
0.015,-2.360,0.653,1.038,-7.996,-2.319
0.006,-2.313,0.725,4.944,-12.634,29.785
-0.012,-2.254,0.694,5.005,-11.780,60.852
-0.047,-2.193,0.627,-0.061,-11.047,89.172
-0.106,-2.062,0.606,-13.550,-13.123,117.432
-0.171,-1.751,0.509,-26.184,-16.418,142.212
-0.217,-1.495,0.609,-35.461,-25.208,155.518
-0.300,-1.200,0.685,-48.523,-28.137,167.847
-0.356,-1.079,0.648,-55.359,-22.400,172.546
-0.396,-0.971,0.581,-52.429,-18.311,176.636
-0.427,-0.756,0.512,-41.687,-17.334,184.204
-0.473,-0.490,0.504,-27.039,-20.447,191.162
-0.487,-0.255,0.604,-13.428,-27.039,194.519
-0.505,0.017,0.693,-5.066,-32.288,197.266
-0.548,0.270,0.784,-5.432,-35.522,195.862
-0.603,0.526,0.985,-11.902,-41.748,192.444
-0.666,0.870,1.146,-18.005,-44.983,188.721
-0.665,1.242,1.202,-20.874,-43.152,184.143
-0.647,1.497,1.324,-25.085,-44.128,172.058
-0.591,1.682,1.464,-31.616,-44.006,153.564
-0.544,1.853,1.569,-37.781,-38.879,134.521
-0.498,1.997,1.691,-40.771,-31.616,113.342
-0.457,2.140,1.721,-39.001,-21.484,91.003
-0.417,2.252,1.720,-36.499,-10.071,67.505
-0.360,2.387,1.730,-32.898,-1.831,43.518
-0.307,2.373,1.695,-24.780,7.935,15.930
-0.276,2.207,1.555,-12.695,18.188,-13.489
-0.234,2.073,1.407,4.578,25.452,-35.339
-0.205,1.910,1.309,22.522,27.283,-54.016
-0.206,1.705,1.174,36.926,29.785,-71.838
-0.252,1.506,1.085,49.377,31.006,-86.243
-0.226,1.308,1.057,63.782,29.602,-98.755
-0.219,1.113,1.019,76.233,30.640,-109.863
-0.219,0.901,0.926,84.412,34.973,-122.192
-0.228,0.783,0.823,88.013,38.025,-131.836
-0.254,0.667,0.782,85.754,38.635,-142.395
-0.304,0.500,0.764,76.355,39.551,-155.945
-0.358,0.302,0.674,62.317,44.128,-169.373
-0.407,0.043,0.590,43.762,46.387,-183.044
-0.426,-0.218,0.625,26.123,42.175,-193.359
-0.397,-0.498,0.706,10.315,36.926,-199.219
-0.377,-0.754,0.790,-4.333,36.682,-199.219
-0.285,-0.891,0.433,-16.602,40.833,-193.970
-0.261,-1.333,0.983,-29.419,22.095,-190.186
-0.180,-1.402,0.778,-40.161,31.250,-167.297
-0.149,-1.332,0.028,-23.193,57.617,-141.296
-0.155,-1.665,0.297,2.197,11.780,-140.503
-0.108,-1.936,0.859,20.874,-27.527,-126.099
-0.111,-2.006,0.554,32.349,-6.226,-96.191
-0.100,-2.135,0.410,39.429,-0.549,-71.350
-0.076,-2.292,0.681,39.124,-17.822,-51.086
-0.082,-2.327,0.704,31.311,-18.555,-26.672
-0.083,-2.286,0.687,20.203,-15.198,-2.197
-0.077,-2.259,0.825,5.737,-19.470,19.043
-0.089,-2.208,0.950,-10.803,-20.508,38.818
-0.121,-2.030,0.956,-27.893,-13.611,60.486
-0.130,-1.879,0.839,-39.124,-7.690,75.928

-0.229,-1.598,0.828,-64.514,-3.296,107.239
-0.267,-1.436,0.735,-66.284,1.160,122.192
-0.309,-1.293,0.724,-62.927,1.160,134.033
-0.361,-1.120,0.744,-55.725,1.587,146.362
-0.377,-0.949,0.675,-46.387,5.798,157.288
-0.400,-0.844,0.479,-38.086,11.169,164.185
-0.440,-0.699,0.319,-34.180,8.606,171.997
-0.434,-0.411,0.324,-32.959,-4.822,184.021
-0.491,-0.041,0.495,-32.593,-22.217,195.435
-0.524,0.341,0.868,-36.072,-37.720,200.562
-0.574,0.666,1.049,-36.194,-39.612,200.317
-0.576,1.018,1.067,-33.325,-34.851,196.716
-0.564,1.384,1.125,-30.273,-35.400,190.613
-0.505,1.703,1.250,-30.090,-38.147,177.551
-0.463,1.971,1.354,-35.461,-36.255,158.630
-0.442,2.182,1.411,-37.964,-30.579,136.902
-0.395,2.372,1.507,-37.231,-27.710,113.892
-0.379,2.470,1.539,-34.302,-21.057,88.074
-0.361,2.563,1.570,-28.870,-13.489,60.669
-0.304,2.636,1.630,-20.386,-7.996,34.241
-0.259,2.491,1.479,-11.780,2.991,3.235
-0.236,2.260,1.231,-5.615,13.733,-26.733
-0.234,2.126,1.215,1.831,11.108,-49.194
-0.197,2.016,1.255,11.841,9.216,-69.336
-0.207,1.833,1.130,22.644,17.334,-91.125
-0.217,1.536,0.940,33.020,26.184,-114.624
-0.218,1.292,0.775,43.152,28.259,-132.874
-0.236,1.005,0.667,51.880,26.978,-147.400
-0.241,0.739,0.658,53.711,21.973,-157.715
-0.239,0.642,0.614,55.969,18.616,-158.203
-0.274,0.542,0.601,58.594,14.648,-159.546
-0.322,0.348,0.606,59.998,8.728,-165.955
-0.366,0.095,0.676,57.312,2.808,-173.096
-0.397,-0.141,0.850,53.589,-2.808,-177.185
-0.385,-0.355,0.957,52.063,-2.319,-177.429
-0.388,-0.584,0.936,48.950,4.272,-176.575
-0.383,-0.799,0.828,42.175,12.085,-172.974
-0.384,-0.911,0.782,33.386,13.672,-164.856
-0.347,-0.957,0.833,25.085,11.597,-156.738
-0.365,-1.253,0.999,20.935,6.531,-155.701
-0.315,-1.374,1.005,5.310,7.202,-143.188
-0.271,-1.236,0.420,8.667,41.382,-122.009
-0.285,-1.696,0.590,16.418,13.062,-132.324
-0.218,-1.914,1.026,14.343,-17.090,-121.582
-0.184,-1.970,0.872,7.568,-2.625,-96.741
-0.186,-2.092,0.790,-0.061,9.705,-77.820
-0.155,-2.244,0.824,-5.920,6.348,-58.960
-0.118,-2.383,0.776,-12.573,7.874,-36.804
-0.103,-2.404,0.758,-19.775,7.751,-9.766
-0.093,-2.334,0.793,-23.071,4.578,19.714
-0.088,-2.214,0.816,-23.804,1.404,48.279
-0.098,-1.962,0.732,-25.513,2.930,75.806
-0.143,-1.819,0.675,-23.621,1.404,93.140
-0.213,-1.722,0.828,-29.480,-4.944,106.323
-0.259,-1.441,0.770,-33.630,-0.122,130.066
-0.287,-1.289,0.641,-36.011,5.249,143.982
-0.347,-1.145,0.547,-41.504,5.432,153.015
-0.402,-0.944,0.523,-45.776,2.625,162.598
-0.424,-0.769,0.539,-47.607,-0.671,170.410
-0.439,-0.717,0.518,-44.006,-2.319,175.049
-0.464,-0.600,0.468,-33.386,-4.272,183.899
-0.488,-0.356,0.491,-21.484,-12.329,198.608
-0.560,-0.036,0.579,-14.587,-23.560,212.036
-0.588,0.437,0.871,-11.108,-34.729,222.229
-0.596,0.823,0.997,-9.766,-36.743,219.543
-0.621,1.124,0.994,-11.597,-32.104,207.458
-0.606,1.551,1.094,-12.878,-36.743,195.129
-0.559,1.969,1.316,-16.113,-43.274,178.223
-0.513,2.304,1.488,-21.118,-41.626,153.809
-0.452,2.414,1.611,-23.865,-34.485,120.605
-0.391,2.351,1.655,-28.442,-24.231,84.961
-0.374,2.263,1.601,-33.936,-11.536,56.091
-0.341,2.312,1.639,-35.583,-5.615,35.278
-0.312,2.312,1.669,-35.278,-0.427,15.259
-0.251,2.222,1.573,-31.921,9.583,-7.324
-0.230,2.198,1.433,-20.813,18.555,-26.550
-0.234,2.067,1.385,-6.714,22.034,-48.096
-0.231,1.851,1.295,7.568,26.428,-71.167
-0.248,1.666,1.112,19.653,34.607,-89.233
-0.288,1.427,0.981,28.320,38.025,-107.727
-0.312,1.206,0.898,37.964,37.415,-123.474
-0.313,1.024,0.791,46.326,37.292,-135.010
-0.301,0.849,0.721,52.673,36.255,-145.508
-0.301,0.627,0.678,57.312,33.203,-156.494
-0.314,0.415,0.616,56.396,30.884,-166.260
-0.333,0.214,0.594,47.974,27.893,-174.133
-0.391,-0.018,0.648,38.574,22.339,-181.946
-0.406,-0.301,0.724,29.724,17.822,-188.232
-0.389,-0.513,0.750,21.606,15.930,-187.195
-0.347,-0.746,0.733,13.733,16.296,-182.861
-0.311,-0.960,0.791,9.216,14.160,-176.086
-0.246,-1.002,0.335,11.414,15.625,-165.710
-0.187,-1.470,1.187,11.719,-2.625,-157.837
-0.216,-1.257,0.738,13.306,19.165,-126.709
-0.165,-1.373,0.280,31.738,31.738,-112.793
-0.132,-1.733,0.714,50.842,-11.597,-114.197
-0.102,-1.807,0.950,62.866,-25.757,-91.736
-0.108,-1.854,0.748,64.758,-5.188,-66.101
-0.106,-1.912,0.599,59.143,0.854,-48.218
-0.072,-2.078,0.731,44.617,-5.676,-36.011
-0.069,-2.205,0.817,21.667,-6.042,-21.790
-0.071,-2.237,0.762,-0.793,-0.732,-2.014
-0.074,-2.306,0.757,-18.433,0.061,17.273
-0.077,-2.259,0.789,-32.104,-1.648,40.955
-0.067,-2.107,0.587,-41.504,-0.427,65.063
-0.123,-2.062,0.702,-50.537,-7.751,82.520
-0.188,-1.773,0.738,-59.387,-8.545,110.168
-0.245,-1.459,0.662,-59.448,-3.113,132.385
-0.320,-1.202,0.583,-57.190,-0.610,145.874
-0.382,-1.006,0.476,-51.331,-0.610,155.273
-0.411,-0.730,0.339,-44.495,-2.563,165.161
-0.433,-0.433,0.331,-37.231,-12.207,172.913
-0.432,-0.208,0.455,-29.785,-26.611,174.377
-0.443,-0.028,0.653,-25.940,-38.452,174.927
-0.495,0.184,0.941,-29.053,-45.898,178.711
-0.494,0.574,1.208,-32.898,-47.485,185.669
-0.500,0.884,1.133,-37.415,-35.095,183.777
-0.480,0.944,1.101,-43.884,-27.161,169.189
-0.454,1.060,1.169,-47.241,-26.428,159.180

-0.496,1.802,1.276,-45.410,-22.766,152.893
-0.490,2.285,1.447,-37.659,-25.818,141.907
-0.461,2.673,1.609,-25.574,-25.269,120.300
-0.398,2.743,1.601,-14.526,-14.221,84.290
-0.348,2.648,1.528,-6.714,-2.625,44.006
-0.277,2.466,1.540,-0.427,2.258,7.751
-0.250,2.182,1.549,3.479,8.240,-24.841
-0.240,1.954,1.470,6.165,17.517,-48.706
-0.224,1.764,1.366,8.240,25.269,-66.650
-0.212,1.576,1.248,10.803,30.945,-82.458
-0.218,1.385,1.050,13.123,37.048,-97.229
-0.228,1.160,0.932,17.761,38.391,-111.511
-0.236,0.971,0.899,25.818,34.668,-122.375
-0.218,0.870,0.837,36.926,32.776,-128.174
-0.213,0.725,0.766,46.387,32.532,-135.437
-0.224,0.599,0.700,52.490,31.372,-143.188
-0.244,0.444,0.654,55.420,29.724,-150.574
-0.293,0.231,0.641,56.824,27.466,-158.936
-0.350,-0.014,0.637,56.030,25.452,-165.344
-0.373,-0.236,0.610,53.955,23.560,-169.189
-0.342,-0.478,0.712,45.288,19.409,-171.875
-0.317,-0.719,0.583,25.940,16.235,-175.903
-0.295,-1.087,1.139,7.874,-1.526,-177.002
-0.218,-1.114,1.046,-9.094,12.756,-158.081
-0.196,-1.120,0.373,-3.235,42.542,-138.977
-0.144,-1.440,0.612,9.644,8.728,-139.587
-0.085,-1.534,1.027,16.174,-15.259,-121.399
-0.092,-1.505,0.694,20.142,6.836,-95.398
-0.094,-1.569,0.599,25.879,9.827,-78.918
-0.083,-1.666,0.872,31.128,-4.944,-65.308
-0.103,-1.767,0.751,30.945,-0.122,-50.476
-0.101,-1.828,0.640,28.442,4.639,-34.180
-0.097,-1.929,0.716,24.719,-1.892,-18.250
-0.112,-2.064,0.696,18.555,-3.906,-2.563
-0.115,-2.110,0.678,10.742,-5.554,18.311
-0.107,-2.109,0.726,-1.526,-10.010,42.786
-0.129,-2.089,0.766,-19.958,-13.000,65.552
-0.139,-1.934,0.659,-36.682,-13.123,87.708
-0.167,-1.935,0.753,-53.894,-18.372,103.882
-0.177,-1.724,0.765,-72.327,-18.005,128.906
-0.298,-1.495,0.621,-83.191,-10.254,151.611
-0.406,-1.245,0.592,-88.440,-9.033,167.419
-0.475,-0.905,0.682,-84.167,-12.878,182.495
-0.518,-0.560,0.708,-74.219,-10.132,192.383
-0.562,-0.229,0.714,-58.777,-6.287,196.472
-0.594,0.084,0.603,-39.551,-3.906,197.327
-0.510,0.323,0.520,-24.475,-8.240,195.618
-0.482,0.655,0.685,-20.386,-23.010,193.604
-0.475,0.907,0.978,-22.766,-35.645,185.364
-0.456,1.087,1.200,-27.039,-39.856,173.767
-0.433,1.269,1.302,-30.640,-34.607,165.283
-0.424,1.421,1.321,-32.715,-25.635,157.166
-0.441,1.583,1.259,-34.912,-18.250,148.987
-0.445,1.846,1.257,-36.438,-17.517,141.724
-0.486,2.108,1.373,-34.973,-20.935,130.676
-0.519,2.702,1.511,-29.358,-20.203,118.164
-0.464,3.025,1.532,-13.306,-12.451,93.079
-0.394,2.966,1.438,5.371,-1.343,46.204
-0.340,2.673,1.308,18.677,7.202,-2.380
-0.283,2.249,1.320,22.400,10.254,-45.044
-0.255,1.944,1.350,22.034,14.221,-73.853
-0.211,1.793,1.229,22.339,25.269,-91.797
-0.219,1.530,0.995,21.729,36.804,-111.572
-0.216,1.185,0.842,22.034,39.795,-130.493
-0.199,0.900,0.738,25.452,36.438,-140.808
-0.167,0.715,0.655,30.273,31.982,-144.714
-0.161,0.579,0.629,33.508,26.001,-146.973
-0.171,0.464,0.671,37.720,19.104,-148.804
-0.198,0.395,0.716,43.213,13.916,-149.536
-0.251,0.284,0.713,48.401,12.024,-152.100
-0.320,0.059,0.708,49.438,11.047,-158.325
-0.388,-0.194,0.811,47.791,6.531,-162.354
-0.395,-0.399,0.930,47.607,4.944,-161.011
-0.384,-0.424,0.572,48.218,8.301,-157.532
-0.318,-0.751,1.195,37.903,-2.258,-159.241
-0.344,-0.705,0.914,30.701,19.897,-148.560
-0.303,-0.934,0.544,27.893,27.039,-149.536
-0.228,-1.155,0.944,18.921,5.493,-148.193
-0.243,-1.253,0.875,8.850,10.132,-134.155
-0.185,-1.363,0.707,4.578,17.700,-120.422
-0.159,-1.425,0.622,2.808,15.564,-105.530
-0.134,-1.531,0.721,4.089,4.517,-91.370
-0.125,-1.680,0.732,8.972,-0.366,-77.026
-0.110,-1.733,0.667,15.686,-1.709,-57.312
-0.086,-1.782,0.748,22.522,-9.338,-37.781
-0.080,-1.905,0.843,25.330,-15.564,-21.179
-0.077,-1.918,0.837,24.780,-14.648,0.061
-0.086,-1.877,0.836,20.874,-13.489,22.217
-0.108,-1.845,0.888,13.000,-14.648,41.321
-0.124,-1.806,0.918,1.282,-12.939,59.509
-0.154,-1.682,0.882,-12.817,-8.423,78.125
-0.147,-1.553,0.740,-21.606,-5.920,91.736
-0.187,-1.516,0.846,-35.095,-10.620,101.135
-0.234,-1.370,0.815,-47.302,-6.165,118.225
-0.262,-1.251,0.724,-51.575,-0.671,131.653
-0.301,-1.149,0.614,-53.101,2.380,143.311
-0.358,-1.068,0.487,-52.246,3.174,154.175
-0.396,-0.863,0.383,-48.523,0.610,168.701
-0.439,-0.574,0.410,-39.124,-7.996,183.289
-0.455,-0.313,0.415,-26.917,-17.639,193.359
-0.523,0.047,0.492,-14.404,-28.381,203.857
-0.575,0.589,0.773,-6.348,-43.518,212.280
-0.588,1.048,1.031,0.366,-52.612,207.764
-0.552,1.283,1.156,3.235,-50.903,188.782
-0.484,1.335,1.194,-1.221,-43.762,164.185
-0.457,1.333,1.279,-10.193,-39.612,143.066
-0.455,1.394,1.391,-23.743,-37.354,129.639
-0.443,1.734,1.462,-35.278,-34.363,126.587
-0.429,2.201,1.554,-39.307,-33.386,122.437
-0.457,2.538,1.648,-41.443,-29.358,101.685
-0.455,2.705,1.761,-40.649,-18.188,70.007
-0.427,2.735,1.645,-30.212,-0.671,36.011
-0.354,2.554,1.558,-16.296,10.742,-2.380
-0.319,2.212,1.504,-5.676,17.700,-39.185
-0.294,1.898,1.414,3.906,25.879,-66.406
-0.272,1.730,1.301,12.817,33.020,-82.336
-0.269,1.559,1.198,20.325,38.208,-96.741
-0.291,1.306,1.055,26.062,43.396,-113.892
-0.312,1.045,0.926,33.081,45.288,-127.625

-0.119,-1.857,0.807,32.043,-16.479,-15.442
-0.121,-1.898,0.827,34.058,-17.090,3.052
-0.110,-1.909,0.848,31.555,-17.151,21.545
-0.102,-1.899,0.892,21.118,-17.212,38.879
-0.129,-1.930,0.937,0.916,-15.076,54.260
-0.142,-1.795,0.952,-22.705,-10.376,73.547
-0.171,-1.519,0.851,-42.969,-3.967,93.750
-0.177,-1.484,0.738,-56.519,-1.526,100.464
-0.230,-1.366,0.769,-72.144,-3.601,109.863
-0.263,-1.146,0.738,-81.177,-1.465,125.854
-0.326,-0.950,0.689,-81.360,1.160,135.620
-0.366,-0.877,0.706,-74.463,1.404,140.991
-0.370,-0.876,0.616,-61.768,3.723,146.851
-0.394,-0.908,0.398,-48.645,8.057,156.860
-0.424,-0.842,0.240,-36.804,2.747,173.584
-0.473,-0.526,0.304,-26.489,-15.320,198.975
-0.554,-0.106,0.531,-20.752,-36.011,222.046
-0.637,0.497,0.885,-21.667,-50.781,236.694
-0.704,1.184,1.187,-26.062,-55.115,238.586
-0.694,1.795,1.361,-31.555,-51.453,225.342
-0.624,2.180,1.385,-38.269,-42.114,194.763
-0.558,2.387,1.468,-47.729,-30.701,155.212
-0.496,2.419,1.536,-54.260,-19.897,116.333
-0.433,2.428,1.536,-51.086,-10.132,81.726
-0.347,2.359,1.454,-44.067,0.244,52.795
-0.353,2.227,1.344,-35.767,7.751,26.550
-0.344,2.188,1.295,-23.560,10.498,9.521
-0.295,2.253,1.248,-7.629,11.597,-1.892
-0.259,2.167,1.215,9.583,13.184,-19.653
-0.253,1.904,1.230,26.245,13.794,-42.480
-0.243,1.760,1.177,41.992,17.639,-57.373
-0.234,1.699,1.034,55.664,23.682,-68.298
-0.268,1.531,0.955,63.965,26.245,-86.487
-0.301,1.376,0.954,67.749,25.330,-105.042
-0.331,1.222,0.924,69.336,27.710,-120.789
-0.396,0.924,0.872,67.505,33.081,-139.343
-0.365,0.801,0.559,62.744,38.696,-154.419
-0.355,0.558,0.607,53.711,28.259,-169.067
-0.402,0.385,0.700,30.151,16.968,-182.434
-0.450,0.159,0.868,15.076,16.113,-193.237
-0.428,-0.147,1.004,7.812,18.860,-203.308
-0.429,-0.457,0.852,5.554,30.701,-205.688
-0.397,-0.809,0.755,13.550,31.799,-203.003
-0.318,-0.980,0.676,29.602,26.917,-186.951
-0.274,-1.031,0.604,44.128,21.545,-164.368
-0.243,-1.084,0.495,57.190,15.991,-144.897
-0.213,-1.083,0.527,68.848,4.456,-127.258
-0.159,-1.102,0.687,76.111,-5.615,-112.976
-0.160,-1.193,0.656,76.721,-3.357,-102.539
-0.190,-1.362,0.714,71.350,-6.531,-95.886
-0.100,-1.458,0.959,57.861,-14.221,-85.449
-0.131,-1.513,1.073,35.706,-10.437,-73.853
-0.156,-1.612,1.057,12.817,-0.061,-64.697
-0.169,-1.704,1.080,-4.272,5.432,-53.955
-0.151,-1.783,1.047,-16.968,10.315,-39.124
-0.137,-1.865,0.950,-24.902,14.954,-22.217
-0.111,-1.951,0.857,-24.414,15.625,-2.075
-0.077,-1.948,0.749,-19.104,13.062,21.912
-0.069,-1.902,0.623,-15.930,9.888,47.180
-0.079,-1.832,0.586,-16.968,3.784,71.106
-0.082,-1.679,0.624,-19.470,-3.662,94.299
-0.104,-1.451,0.516,-19.165,-5.920,111.755
-0.140,-1.502,0.569,-23.010,-11.902,117.065
-0.242,-1.290,0.661,-35.156,-17.151,133.301
-0.309,-1.014,0.643,-42.725,-14.343,149.719
-0.351,-0.744,0.632,-46.021,-12.817,156.433
-0.394,-0.571,0.682,-48.035,-13.000,155.396
-0.417,-0.567,0.732,-46.082,-11.963,149.597
-0.428,-0.568,0.700,-39.001,-6.531,147.705
-0.436,-0.559,0.641,-29.785,-2.808,151.611
-0.419,-0.549,0.562,-21.362,-3.479,159.912
-0.446,-0.451,0.484,-15.808,-8.972,175.842
-0.456,-0.040,0.565,-16.418,-22.217,198.914
-0.486,0.448,0.637,-23.743,-35.461,215.515
-0.560,0.834,0.791,-35.950,-48.340,214.722
-0.674,1.466,1.292,-47.913,-67.749,211.304
-0.683,2.273,1.746,-49.255,-74.890,203.979
-0.586,2.795,1.916,-46.814,-55.481,172.913
-0.542,2.915,1.736,-43.823,-22.522,122.986
-0.475,2.766,1.667,-44.800,-4.944,70.679
-0.395,2.600,1.673,-48.401,2.441,29.297
-0.346,2.398,1.597,-51.453,13.733,-3.174
-0.313,2.239,1.465,-47.913,24.048,-26.611
-0.276,2.141,1.364,-35.645,28.687,-42.847
-0.236,1.962,1.251,-16.235,31.128,-58.655
-0.205,1.782,1.058,4.700,34.851,-72.632
-0.187,1.596,0.920,24.414,34.851,-84.351
-0.186,1.362,0.827,41.260,31.311,-97.656
-0.208,1.149,0.779,53.955,28.381,-109.192
-0.217,0.991,0.776,63.660,25.452,-117.432
-0.234,0.907,0.727,70.557,25.574,-124.512
-0.250,0.802,0.682,72.388,23.926,-133.850
-0.286,0.670,0.706,67.810,20.813,-146.179
-0.347,0.525,0.772,59.143,20.264,-158.447
-0.394,0.329,0.602,51.086,24.963,-171.509
-0.401,0.019,0.647,45.044,22.766,-183.533
-0.461,-0.357,0.695,37.476,16.296,-188.599
-0.327,-0.554,0.912,28.381,11.536,-181.396
-0.320,-0.710,0.562,22.705,29.602,-171.143
-0.290,-0.943,0.532,21.790,18.616,-166.077
-0.242,-1.062,0.790,25.208,-1.953,-153.015
-0.197,-1.114,0.731,26.245,0.000,-136.536
-0.170,-1.184,0.661,30.579,1.831,-123.352
-0.143,-1.297,0.791,33.508,-6.409,-111.938
-0.126,-1.355,0.872,34.119,-9.094,-98.145
-0.119,-1.413,0.862,33.081,-5.371,-85.754
-0.117,-1.516,0.891,28.381,-3.235,-76.477
-0.111,-1.648,0.922,20.142,-1.404,-67.261
-0.105,-1.753,0.914,10.132,2.380,-55.542
-0.106,-1.872,0.883,-1.221,5.981,-41.992
-0.107,-1.999,0.846,-13.977,7.507,-26.001
-0.077,-2.060,0.780,-24.292,7.812,-4.944
-0.076,-2.036,0.735,-31.311,4.639,19.409
-0.099,-2.042,0.774,-38.452,-0.977,43.945
-0.120,-2.053,0.766,-42.725,-4.517,69.092
-0.131,-1.946,0.664,-45.959,-4.333,98.633
-0.173,-1.704,0.564,-46.387,-7.568,125.732
-0.180,-1.685,0.571,-43.030,-16.541,140.320
-0.260,-1.442,0.685,-48.889,-24.231,160.583

-0.659,1.904,1.399,-61.096,-53.589,188.171
-0.626,2.223,1.568,-50.903,-44.861,169.006
-0.552,2.544,1.523,-32.227,-31.250,151.489
-0.512,2.648,1.499,-16.663,-20.569,120.972
-0.472,2.706,1.597,-5.493,-15.747,86.121
-0.431,2.673,1.617,5.798,-5.859,50.903
-0.391,2.560,1.479,16.296,8.728,15.076
-0.370,2.329,1.349,22.461,18.860,-19.104
-0.343,2.144,1.302,24.597,22.949,-48.950
-0.323,1.965,1.207,23.132,27.893,-75.134
-0.328,1.712,1.069,17.883,33.691,-102.234
-0.343,1.375,0.926,10.376,37.109,-126.404
-0.343,1.004,0.864,3.174,35.767,-144.836
-0.292,0.781,0.812,3.235,33.447,-152.100
-0.259,0.673,0.678,6.470,33.020,-151.001
-0.242,0.562,0.596,14.160,28.992,-151.245
-0.258,0.508,0.678,27.832,20.569,-151.367
