aX,aY,aZ,gX,gY,gZ
-0.377,1.941,0.947,-82.581,6.653,105.591
-0.325,2.190,1.077,-58.594,-2.075,90.027
-0.270,2.378,1.193,-36.682,-7.751,65.308
-0.227,2.582,1.224,-14.709,-4.272,40.344
-0.187,2.584,1.230,3.662,1.648,8.423
-0.154,2.431,1.217,18.127,7.385,-25.879
-0.146,2.228,1.196,29.175,11.414,-57.434
-0.143,2.004,1.141,37.537,15.747,-83.618
-0.144,1.818,0.971,44.556,21.851,-105.530
-0.147,1.687,0.738,44.678,25.085,-124.512
-0.157,1.476,0.731,45.044,19.592,-145.020
-0.175,1.170,0.670,37.048,15.015,-168.030
-0.237,0.877,0.580,27.893,14.343,-186.035
-0.305,0.590,0.639,23.376,6.592,-200.928
-0.348,0.465,0.818,23.865,-2.075,-209.045
-0.399,0.345,0.969,25.574,-1.892,-214.294
-0.445,0.231,1.000,29.114,6.531,-222.351
-0.456,-0.061,0.940,35.400,16.296,-234.436
-0.460,-0.382,0.900,40.161,22.339,-240.906
-0.446,-0.694,0.844,46.265,26.001,-238.098
-0.492,-0.974,0.781,52.429,25.574,-228.271
-0.426,-1.229,0.769,60.974,20.630,-210.937
-0.356,-1.469,0.816,61.401,13.000,-190.247
-0.388,-1.755,0.729,46.387,13.916,-169.495
-0.353,-2.062,0.660,32.043,12.573,-145.020
-0.226,-2.212,0.634,24.109,2.808,-113.037
-0.235,-2.309,0.566,8.850,-2.380,-82.458
-0.240,-2.498,0.581,-2.808,-9.766,-57.068
-0.212,-2.552,0.702,-6.592,-20.569,-24.231
-0.166,-2.444,0.667,-11.475,-19.775,14.160
-0.277,-2.373,0.608,-19.409,-17.822,46.692
-0.294,-2.180,0.489,-21.423,-20.935,72.937
-0.339,-2.169,0.669,-18.677,-35.095,95.459
-0.359,-1.939,0.814,-24.414,-42.358,128.296
-0.396,-1.688,0.850,-28.015,-38.025,157.349
-0.448,-1.365,0.918,-30.823,-33.875,178.711
-0.525,-1.008,0.985,-29.358,-30.518,194.763
-0.526,-0.738,1.087,-26.917,-25.574,202.942
-0.532,-0.569,1.168,-21.057,-17.944,204.773
-0.525,-0.462,1.093,-13.977,-4.822,203.857
-0.493,-0.435,0.910,-10.315,6.042,201.843
-0.506,-0.456,0.765,-11.841,9.827,200.684
-0.561,-0.310,0.832,-22.888,2.258,208.679
-0.637,0.048,0.954,-37.598,-4.822,223.450
-0.680,0.568,1.031,-45.471,-6.042,235.229
-0.682,1.210,1.102,-44.434,-9.094,240.601
-0.705,2.099,1.038,-40.710,-15.747,232.300
-0.565,2.435,1.299,-48.523,-26.794,185.364
-0.450,2.661,1.301,-42.664,-19.287,138.855
-0.354,2.829,1.385,-35.095,-12.085,95.947
-0.281,2.603,1.500,-25.146,-7.874,45.532
-0.221,2.132,1.501,-14.587,2.563,0.244
-0.181,2.002,1.428,-9.033,13.611,-18.494
-0.141,1.978,1.365,-3.784,22.705,-28.137
-0.100,1.970,1.278,2.319,29.602,-40.955
-0.078,1.939,1.105,10.864,37.231,-54.565
-0.074,1.824,0.948,20.935,40.649,-71.350
-0.085,1.628,0.808,28.992,39.856,-89.355
-0.107,1.454,0.696,36.499,36.255,-105.042
-0.130,1.326,0.595,41.748,31.128,-119.019
-0.182,1.341,0.445,47.791,27.588,-130.615
-0.232,1.305,0.496,48.279,14.709,-149.719
-0.316,1.168,0.560,53.284,6.470,-173.340
-0.369,0.869,0.610,62.317,1.770,-199.585
-0.449,0.478,0.642,71.594,-0.122,-221.741
-0.525,0.040,0.677,78.369,-0.427,-235.901
-0.478,-0.341,0.697,82.520,-0.854,-240.967
-0.432,-0.617,0.746,78.430,-1.526,-237.061
-0.441,-0.861,0.778,62.866,0.427,-228.333
-0.433,-1.072,0.825,44.067,2.991,-218.018
-0.433,-1.201,0.780,30.396,7.263,-201.660
-0.432,-1.335,0.743,19.897,9.155,-186.584
-0.426,-1.535,0.734,13.123,6.714,-174.683
-0.405,-1.776,0.779,7.812,3.052,-161.255
-0.388,-1.971,0.829,3.723,1.099,-141.907
-0.374,-2.110,0.805,0.061,2.808,-119.751
-0.368,-2.234,0.772,-3.784,3.540,-96.252
-0.387,-2.369,0.766,-8.545,0.916,-72.815
-0.397,-2.534,0.788,-13.123,-1.404,-47.974
-0.408,-2.618,0.837,-16.724,-4.395,-16.968
-0.448,-2.600,0.836,-18.982,-6.348,19.165
-0.452,-2.574,0.813,-21.912,-7.935,55.603
-0.339,-2.449,0.771,-22.217,-15.747,93.201
-0.407,-2.233,0.932,-37.781,-24.048,127.808
-0.469,-2.025,0.902,-55.908,-17.761,160.706
-0.515,-1.737,0.826,-64.880,-11.292,191.650
-0.576,-1.386,0.810,-68.542,-9.827,219.299
-0.675,-0.968,0.892,-65.125,-10.620,239.258
-0.724,-0.605,0.920,-58.167,-7.324,249.695
-0.716,-0.327,0.826,-50.110,1.526,251.282
-0.688,-0.111,0.709,-42.053,7.812,248.047
-0.675,0.009,0.653,-35.583,7.263,242.859
-0.701,0.157,0.634,-32.715,2.930,239.746
-0.677,0.504,0.671,-29.297,-4.028,243.408

-0.619,1.613,0.681,-37.903,-23.987,208.984
-0.530,1.718,1.184,-42.542,-46.753,176.697
-0.460,2.056,1.321,-40.894,-41.138,156.494
-0.387,2.436,1.392,-36.865,-27.344,132.263
-0.316,2.647,1.480,-29.419,-17.822,99.365
-0.269,2.549,1.457,-23.010,-6.165,54.932
-0.234,2.366,1.432,-18.250,1.892,16.296
-0.180,2.297,1.454,-14.404,7.446,-6.592
-0.145,2.239,1.443,-9.766,13.855,-25.391
-0.131,2.142,1.350,-2.930,22.461,-45.349
-0.133,2.003,1.213,5.737,29.846,-65.430
-0.143,1.843,1.102,15.198,33.020,-86.487
-0.164,1.641,0.976,23.560,35.156,-106.506
-0.201,1.496,0.874,29.541,35.889,-124.268
-0.215,1.424,0.860,37.354,33.264,-139.648
-0.294,1.325,0.884,46.631,31.311,-159.058
-0.328,1.193,0.741,54.321,36.804,-178.772
-0.368,1.064,0.513,61.340,42.542,-197.571
-0.480,0.647,0.362,62.195,37.537,-223.022
-0.525,0.177,0.325,60.547,25.879,-242.493
-0.514,-0.090,0.447,61.523,7.812,-245.850
-0.518,-0.295,0.621,65.125,-3.113,-243.103
-0.450,-0.602,0.767,64.331,-7.263,-242.554
-0.469,-0.918,0.834,56.946,-4.028,-236.694
-0.446,-1.211,0.819,52.734,2.808,-225.037
-0.434,-1.419,0.716,51.331,9.155,-207.825
-0.388,-1.566,0.634,49.438,10.376,-186.768
-0.367,-1.650,0.645,46.448,5.188,-166.321
-0.467,-1.826,0.638,40.771,1.892,-150.208
-0.479,-2.057,0.683,32.898,-1.160,-134.644
-0.476,-2.212,0.770,23.865,-5.798,-113.831
-0.477,-2.343,0.777,11.353,-4.211,-90.271
-0.458,-2.571,0.839,-4.089,-4.211,-69.214
-0.451,-2.729,0.934,-20.264,-4.578,-39.978
-0.425,-2.701,0.945,-34.119,-0.732,-1.038
-0.395,-2.599,0.897,-44.006,3.418,39.124
-0.371,-2.372,0.743,-49.622,6.653,74.646
-0.436,-2.398,0.819,-50.049,-0.305,103.088
-0.452,-2.108,0.901,-51.636,-7.751,147.034
-0.485,-1.794,0.799,-49.316,-2.197,188.599
-0.529,-1.590,0.776,-48.706,-1.770,217.224
-0.588,-1.280,0.849,-46.082,-3.601,242.493
-0.687,-0.889,0.925,-41.199,-3.235,263.062
-0.723,-0.479,0.967,-34.973,0.916,275.879
-0.766,-0.060,0.986,-29.175,5.615,280.273
-0.780,0.367,1.051,-28.259,7.324,277.649
-0.757,0.860,1.114,-26.672,9.277,270.142
-0.713,1.311,1.068,-29.358,15.808,254.272
-0.634,1.630,0.913,-33.630,22.034,228.516
-0.469,1.740,0.765,-37.109,20.569,193.970
-0.380,1.737,0.533,-42.358,12.451,158.142
-0.304,1.796,0.791,-43.335,-12.817,130.737
-0.220,1.958,1.342,-51.331,-38.574,106.201
-0.150,2.288,1.411,-50.232,-21.790,93.750
-0.111,2.458,1.408,-38.818,-6.104,70.923
-0.100,2.370,1.344,-22.095,2.869,35.828
-0.083,2.320,1.340,-6.042,6.653,5.371
-0.071,2.300,1.190,8.667,15.747,-17.151
-0.067,2.213,1.029,21.423,20.996,-44.189
-0.057,2.075,1.030,33.081,19.470,-71.899
-0.084,1.847,0.951,40.100,18.616,-101.013
-0.102,1.666,0.881,45.349,17.578,-124.084
-0.113,1.492,0.776,47.119,17.151,-143.860
-0.139,1.209,0.842,45.227,13.428,-165.222
-0.169,0.923,0.808,35.645,14.648,-180.908
-0.192,0.701,0.600,28.870,23.315,-189.331
-0.287,0.503,0.510,24.719,20.630,-195.312
-0.271,0.225,0.564,21.057,9.094,-201.233
-0.311,0.069,0.617,27.161,0.610,-200.928
-0.359,-0.132,0.586,40.161,-1.282,-199.158
-0.374,-0.415,0.568,57.800,-6.348,-200.195
-0.364,-0.619,0.628,74.341,-14.587,-194.946
-0.372,-0.768,0.687,84.473,-18.738,-186.218
-0.365,-0.922,0.776,87.341,-19.836,-178.040
-0.344,-1.070,0.849,83.435,-18.005,-170.166
-0.348,-1.242,0.845,70.313,-11.169,-161.194
-0.347,-1.439,0.893,50.354,-5.188,-151.428
-0.365,-1.632,0.917,26.062,-1.099,-141.052
-0.391,-1.821,0.914,4.944,4.211,-129.089
-0.413,-2.015,0.935,-10.620,7.507,-113.770
-0.472,-2.246,0.907,-24.597,9.094,-95.459
-0.440,-2.458,0.859,-33.325,10.193,-70.190
-0.429,-2.647,0.874,-36.133,5.127,-37.720
-0.363,-2.710,0.887,-39.185,0.916,1.404
-0.369,-2.591,0.892,-40.955,-0.366,43.823
-0.405,-2.511,0.877,-41.931,1.038,79.956
-0.385,-2.327,0.685,-37.720,-0.061,110.107
-0.411,-2.207,0.891,-37.170,-11.963,141.418
-0.477,-1.868,0.852,-45.105,-8.728,183.350
-0.506,-1.593,0.703,-48.218,-1.709,214.722
-0.592,-1.237,0.640,-46.326,-2.563,238.892
-0.654,-0.816,0.741,-42.725,-8.850,255.554
-0.704,-0.255,0.947,-34.119,-13.672,266.479
-0.664,0.368,1.031,-16.113,-8.240,268.494
-0.626,0.782,1.047,0.916,-0.610,253.174
-0.606,0.999,0.999,14.404,4.883,224.854
-0.511,1.184,1.005,25.269,5.310,197.571
-0.434,1.205,1.024,20.569,2.441,169.861
-0.370,1.188,0.960,4.700,3.845,146.667
-0.313,1.308,0.889,-9.827,1.160,133.789
-0.228,1.450,1.086,-20.508,-7.385,123.291
-0.109,1.753,1.016,-24.658,-15.442,114.319
-0.159,1.739,1.455,-32.471,-24.292,87.097
-0.164,1.881,1.588,-43.762,-18.677,65.735
-0.142,2.192,1.540,-46.021,2.441,57.434
-0.135,2.514,1.337,-38.025,19.470,43.518
-0.101,2.604,1.308,-25.024,19.592,14.099
-0.035,2.375,1.339,-10.681,18.066,-29.724
-0.061,1.987,1.084,-2.441,31.433,-74.036
-0.055,1.807,0.867,7.385,32.959,-98.755
-0.099,1.523,0.854,15.686,23.621,-122.925
-0.055,1.227,0.889,21.240,17.273,-141.968
-0.046,1.061,0.923,26.428,18.311,-151.428
-0.072,0.859,0.767,26.733,27.893,-160.522
-0.137,0.511,0.583,23.865,33.325,-175.476
-0.199,0.233,0.494,22.644,28.748,-183.472
-0.232,0.109,0.439,24.353,20.325,-181.885
-0.273,0.036,0.410,27.954,11.108,-180.359
-0.298,-0.104,0.530,31.128,-2.380,-183.472

-0.297,-1.597,0.725,29.968,4.456,-123.596
-0.287,-1.734,0.769,19.470,-2.380,-106.689
-0.305,-1.881,0.851,7.324,-7.690,-89.478
-0.296,-2.030,0.877,-1.282,-7.874,-71.533
-0.318,-2.224,0.897,-11.475,-6.592,-53.345
-0.318,-2.302,0.962,-17.517,-5.981,-27.710
-0.330,-2.225,0.946,-21.790,-1.526,2.808
-0.291,-2.118,0.873,-28.564,4.333,29.846
-0.342,-1.957,0.768,-35.034,7.568,53.406
-0.340,-1.967,0.705,-33.081,5.493,68.481
-0.332,-1.870,0.802,-37.598,-1.282,90.881
-0.362,-1.645,0.749,-40.344,1.770,122.742
-0.361,-1.562,0.661,-41.443,3.845,145.325
-0.398,-1.417,0.646,-39.795,0.916,168.457
-0.450,-1.136,0.664,-38.025,-2.136,192.322
-0.470,-0.801,0.677,-34.729,-3.723,212.097
-0.526,-0.474,0.659,-32.715,-3.906,223.511
-0.571,-0.174,0.728,-30.701,-7.202,227.783
-0.573,0.112,0.790,-27.832,-9.827,227.112
-0.582,0.396,0.830,-28.870,-10.559,222.168
-0.559,0.680,0.948,-32.898,-14.404,215.515
-0.495,1.053,1.060,-38.757,-15.442,206.543
-0.495,1.372,1.037,-41.931,-11.658,191.772
-0.378,1.704,1.148,-42.603,-12.634,174.744
-0.355,1.962,1.044,-39.124,-17.883,147.095
-0.217,1.859,1.430,-43.579,-33.752,105.652
-0.158,1.923,1.371,-38.513,-17.273,85.571
-0.111,1.947,1.211,-26.245,-1.221,68.115
-0.088,2.161,1.438,-12.268,-7.141,52.246
-0.027,2.253,1.591,2.625,-7.507,32.837
-0.008,2.243,1.483,13.733,6.104,8.423
0.007,2.228,1.358,20.996,16.479,-13.977
0.021,2.089,1.421,25.269,17.761,-39.124
0.014,1.915,1.389,28.992,24.536,-64.880
-0.005,1.732,1.135,29.968,37.964,-87.646
-0.045,1.471,0.998,28.015,43.213,-109.680
-0.085,1.229,0.861,23.804,44.678,-127.502
-0.141,1.000,0.748,22.888,44.495,-140.930
-0.179,0.760,0.611,23.071,40.771,-153.259
-0.249,0.553,0.547,24.658,32.837,-161.316
-0.229,0.323,0.490,29.236,22.583,-167.175
-0.276,0.171,0.468,36.133,14.099,-169.922
-0.338,-0.007,0.532,38.452,3.906,-172.119
-0.351,-0.256,0.653,41.931,-5.554,-175.537
-0.349,-0.461,0.726,45.715,-9.460,-174.805
-0.328,-0.587,0.763,47.668,-9.216,-168.884
-0.312,-0.746,0.799,46.143,-8.179,-162.903
-0.312,-0.911,0.820,39.307,-6.775,-157.532
-0.291,-1.031,0.837,30.396,-5.249,-149.231
-0.254,-1.111,0.867,20.630,-4.822,-139.343
-0.242,-1.230,0.848,9.705,-1.831,-131.653
-0.256,-1.411,0.794,-0.854,2.991,-126.282
-0.287,-1.654,0.829,-11.536,1.892,-121.338
-0.297,-1.850,0.887,-19.226,0.122,-108.521
-0.311,-2.068,0.858,-22.705,2.502,-91.797
-0.307,-2.295,0.840,-23.010,3.052,-72.449
-0.288,-2.466,0.814,-21.423,0.732,-43.945
-0.268,-2.521,0.800,-19.226,-2.197,-9.766
-0.259,-2.440,0.832,-16.479,-6.104,28.992
-0.284,-2.203,0.806,-16.541,-6.958,68.054
-0.301,-2.110,0.695,-15.564,-7.812,94.971
-0.341,-1.992,0.860,-20.935,-18.433,122.498
-0.369,-1.681,0.852,-28.564,-17.212,160.339
-0.404,-1.475,0.795,-34.180,-12.878,187.805
-0.443,-1.249,0.790,-36.682,-12.085,209.595
-0.514,-0.857,0.905,-34.607,-14.404,230.896
-0.562,-0.416,1.023,-28.564,-13.123,244.690
-0.587,-0.021,1.125,-19.836,-7.446,247.070
-0.607,0.252,1.150,-14.954,1.465,240.479
-0.593,0.541,1.125,-9.338,10.498,229.553
-0.546,0.822,1.065,-7.751,16.968,214.844
-0.524,1.034,0.960,-11.353,20.874,195.251
-0.447,1.150,0.867,-16.846,18.799,172.974
-0.391,1.253,0.912,-29.053,8.423,153.259
-0.398,1.607,0.878,-37.292,-0.610,141.357
-0.260,1.584,1.243,-46.814,-13.184,115.234
-0.224,1.739,1.226,-56.274,-6.653,93.018
-0.189,1.996,1.136,-46.326,3.784,83.496
-0.142,2.234,1.113,-26.184,2.869,64.209
-0.078,2.354,1.209,-4.822,-2.075,36.926
-0.033,2.168,1.139,13.794,-0.732,2.747
0.005,2.018,1.080,25.513,1.404,-24.048
0.017,1.974,1.067,32.166,0.977,-43.030
0.016,1.896,1.042,38.269,0.671,-65.552
-0.059,1.740,0.931,44.067,2.747,-90.637
-0.039,1.482,0.962,49.377,1.709,-115.356
-0.092,1.278,0.933,52.063,3.174,-132.507
-0.099,0.965,0.886,52.673,6.470,-148.071
-0.117,0.683,0.846,49.072,11.047,-162.598
-0.192,0.525,0.751,44.495,16.602,-170.654
-0.256,0.375,0.714,45.410,16.174,-178.162
-0.314,0.211,0.761,45.166,12.207,-185.791
-0.380,0.005,0.734,42.236,12.634,-193.665
-0.395,-0.178,0.766,44.312,9.399,-199.402
-0.442,-0.464,0.889,48.401,3.235,-201.965
-0.402,-0.723,1.000,52.551,0.732,-199.280
-0.351,-0.906,0.990,54.749,5.310,-189.209
-0.383,-1.091,0.923,47.974,11.108,-176.086
-0.321,-1.302,0.933,35.767,10.986,-161.133
-0.256,-1.357,0.973,25.146,9.460,-139.526
-0.244,-1.347,0.947,15.137,11.841,-117.737
-0.235,-1.382,0.882,8.850,14.160,-100.647
-0.227,-1.451,0.857,5.981,11.902,-86.670
-0.229,-1.560,0.838,2.808,9.949,-72.815
-0.259,-1.744,0.832,-0.977,8.240,-59.204
-0.279,-1.840,0.802,-3.052,6.165,-41.138
-0.287,-1.925,0.764,-4.211,4.944,-21.484
-0.269,-2.005,0.786,-6.470,1.953,-1.526
-0.260,-2.048,0.753,-8.850,1.709,20.874
-0.247,-2.106,0.694,-14.404,3.540,43.823
-0.254,-1.978,0.595,-21.179,1.770,70.313
-0.273,-1.914,0.646,-24.292,-4.822,93.506
-0.284,-1.791,0.671,-33.752,-7.751,119.507
-0.311,-1.560,0.584,-40.344,-5.188,147.461
-0.362,-1.301,0.518,-44.067,-5.798,170.776
-0.415,-0.996,0.578,-46.509,-11.902,189.026
-0.421,-0.607,0.721,-45.349,-17.883,203.918
-0.429,-0.187,0.798,-38.330,-17.090,210.815
-0.436,0.160,0.823,-30.334,-12.024,206.055

-0.304,1.421,1.181,-10.864,-34.668,127.441
-0.238,1.786,1.479,-8.423,-41.321,113.525
-0.197,2.089,1.775,-6.958,-41.077,88.501
-0.172,2.247,1.819,-9.216,-20.935,53.955
-0.142,2.323,1.760,-13.000,-0.244,18.921
-0.086,2.242,1.746,-19.104,13.000,-15.564
-0.037,2.008,1.634,-25.574,26.062,-49.194
-0.024,1.762,1.501,-27.405,35.645,-75.623
0.002,1.527,1.479,-24.414,38.940,-92.041
-0.041,1.381,1.219,-15.137,48.523,-99.792
-0.022,1.210,0.927,-0.854,53.772,-107.239
-0.022,1.133,0.788,14.771,46.265,-113.281
-0.041,0.899,0.696,26.611,37.903,-123.962
-0.049,0.676,0.594,36.621,30.029,-133.667
-0.132,0.468,0.649,48.096,19.531,-140.747
-0.112,0.356,0.547,57.800,13.794,-143.555
-0.187,0.304,0.522,65.247,7.751,-143.677
-0.304,0.064,0.548,62.805,-1.526,-153.564
-0.296,-0.159,0.549,60.059,-6.531,-159.973
-0.322,-0.152,0.752,57.678,-17.700,-156.433
-0.360,-0.286,0.979,52.002,-21.057,-159.729
-0.398,-0.521,1.078,47.974,-13.428,-166.199
-0.353,-0.734,1.047,43.701,-1.709,-166.016
-0.315,-1.010,0.980,28.198,8.545,-161.438
-0.314,-1.281,0.955,7.751,15.015,-153.931
-0.284,-1.410,0.890,-6.348,18.921,-139.832
-0.277,-1.543,0.800,-12.512,22.949,-124.756
-0.300,-1.727,0.726,-17.090,22.644,-112.427
-0.306,-1.895,0.641,-16.663,19.836,-96.497
-0.307,-2.038,0.594,-14.832,13.794,-74.707
-0.299,-2.178,0.554,-12.756,6.287,-50.598
-0.300,-2.305,0.589,-9.216,-3.296,-24.109
-0.279,-2.320,0.675,-5.005,-13.000,8.057
-0.292,-2.282,0.674,-3.296,-16.174,42.175
-0.333,-2.149,0.683,-5.554,-18.311,76.965
-0.309,-1.911,0.631,-6.042,-23.743,107.910
-0.323,-1.778,0.787,-11.902,-31.921,129.639
-0.345,-1.583,0.723,-22.278,-28.259,154.785
-0.380,-1.403,0.624,-33.264,-24.475,176.208
-0.389,-1.215,0.681,-44.189,-29.358,193.420
-0.463,-1.005,0.849,-52.856,-32.166,208.252
-0.590,-0.783,1.087,-60.791,-29.663,219.238
-0.674,-0.411,1.329,-50.659,-22.888,232.422
-0.673,0.019,1.483,-35.828,-9.583,242.126
-0.670,0.286,1.440,-26.245,9.888,239.624
-0.654,0.442,1.247,-26.001,30.334,227.295
-0.600,0.650,1.122,-32.043,40.588,216.003
-0.564,0.822,1.041,-44.739,42.480,203.430
-0.493,1.081,1.096,-58.899,42.114,190.857
-0.464,1.457,0.769,-70.801,43.274,171.814
-0.331,1.451,1.013,-87.708,24.719,136.353
-0.283,1.738,0.956,-98.511,22.888,119.019
-0.232,2.010,0.928,-94.666,22.766,104.065
-0.159,2.282,1.078,-71.533,12.512,81.726
-0.082,2.385,1.160,-41.199,6.653,51.147
-0.033,2.314,1.027,-10.254,12.817,17.700
-0.012,2.197,0.886,14.282,14.343,-12.024
0.028,2.033,0.945,28.625,7.446,-37.354
0.047,1.870,0.994,35.217,3.479,-58.960
-0.034,1.650,0.834,36.682,8.728,-79.102
0.017,1.528,0.681,40.222,8.972,-95.093
-0.009,1.398,0.660,44.189,0.610,-111.389
-0.009,1.239,0.756,40.955,-8.972,-128.113
-0.079,1.087,0.541,37.659,-0.793,-142.944
-0.105,0.942,0.489,36.865,-2.380,-158.447
-0.150,0.823,0.675,36.865,-13.000,-173.706
-0.218,0.681,0.770,37.476,-14.038,-190.796
-0.284,0.468,0.744,40.527,-5.554,-206.970
-0.340,0.222,0.701,42.297,-0.061,-220.337
-0.406,0.003,0.744,45.837,-0.305,-227.661
-0.437,-0.343,0.727,51.270,0.549,-231.506
-0.406,-0.681,0.647,54.016,0.916,-227.478
-0.344,-1.011,0.668,48.584,-5.371,-214.478
-0.303,-1.196,0.812,36.072,-15.564,-195.129
-0.260,-1.215,0.917,26.978,-19.287,-167.175
-0.255,-1.227,0.901,19.287,-16.052,-143.494
-0.257,-1.194,0.882,15.991,-14.832,-123.779
-0.258,-1.289,0.913,11.414,-16.907,-111.511
-0.313,-1.431,0.951,10.315,-19.592,-102.844
-0.343,-1.675,0.977,11.414,-18.982,-92.773
-0.369,-1.844,1.040,14.038,-20.447,-77.148
-0.375,-2.030,1.064,14.526,-19.409,-58.228
-0.427,-2.148,1.073,15.808,-16.846,-34.546
-0.411,-2.267,1.043,15.503,-12.634,-7.568
-0.413,-2.251,1.018,12.146,-9.399,22.644
-0.405,-2.143,1.030,7.202,-7.141,55.420
-0.408,-1.976,0.919,-1.160,-4.272,81.604
-0.432,-1.998,0.958,-11.169,-6.897,99.609
-0.451,-1.893,1.052,-31.921,-7.996,126.770
-0.480,-1.674,0.923,-52.734,3.723,158.020
-0.503,-1.504,0.748,-71.350,14.526,181.702
-0.512,-1.252,0.702,-84.656,14.709,203.247
-0.593,-0.831,0.713,-90.149,12.146,224.915
-0.604,-0.426,0.751,-88.989,11.108,237.488
-0.608,0.005,0.798,-80.139,12.268,240.173
-0.624,0.411,0.804,-67.871,15.381,236.511
-0.596,0.741,0.800,-52.002,17.395,224.915
-0.474,1.000,0.782,-35.522,16.846,208.252
-0.379,1.164,0.696,-26.245,15.015,188.293
-0.317,1.179,0.721,-23.804,8.850,165.466
-0.294,1.311,0.746,-27.344,-9.033,144.775
-0.193,1.357,1.313,-36.926,-34.607,126.526
-0.159,1.611,1.206,-40.100,-16.724,122.681
-0.113,1.918,1.062,-39.795,-1.160,116.272
-0.124,2.133,1.143,-37.109,-3.967,99.487
-0.096,2.345,1.285,-24.536,-8.423,75.745
-0.029,2.546,1.295,-2.625,-3.601,49.011
-0.008,2.420,1.216,12.634,5.920,11.414
-0.019,2.139,1.167,22.339,10.315,-26.001
-0.026,1.957,1.084,31.372,12.756,-52.063
-0.035,1.823,0.987,37.903,14.038,-72.998
-0.058,1.626,1.013,42.786,9.949,-95.276
-0.094,1.398,0.984,46.021,11.353,-115.723
-0.111,1.221,0.868,47.302,15.930,-130.981
-0.167,0.997,0.761,46.082,18.066,-145.203
-0.163,0.719,0.659,38.513,16.724,-158.691
-0.205,0.557,0.555,28.137,15.503,-165.344
-0.235,0.389,0.590,19.470,6.714,-171.814
-0.296,0.258,0.690,17.761,-2.625,-177.856

-0.299,-1.617,0.830,-15.991,2.991,-91.675
-0.294,-1.799,0.781,-12.207,-0.305,-74.829
-0.316,-1.983,0.750,-6.165,-4.395,-56.641
-0.354,-2.147,0.744,4.211,-11.475,-33.691
-0.366,-2.239,0.797,17.700,-20.569,-5.066
-0.389,-2.289,0.900,24.963,-27.527,25.208
-0.406,-2.318,0.942,26.001,-27.222,57.739
-0.417,-2.189,0.824,24.475,-23.987,90.637
-0.446,-2.064,0.932,21.118,-29.297,118.408
-0.470,-1.847,1.050,6.226,-31.250,147.949
-0.495,-1.616,0.965,-10.742,-18.677,174.377
-0.530,-1.357,0.858,-30.640,-8.423,193.909
-0.557,-1.021,0.835,-48.523,-4.456,210.815
-0.578,-0.643,0.895,-61.646,-1.648,221.191
-0.524,-0.244,0.965,-69.885,2.502,223.816
-0.486,0.068,1.002,-72.754,10.986,218.018
-0.529,0.147,0.999,-72.327,20.264,203.369
-0.518,0.250,0.985,-65.002,27.100,194.885
-0.474,0.439,0.925,-54.016,30.884,195.740
-0.456,0.715,0.816,-39.917,32.532,199.219
-0.402,1.104,0.797,-23.743,25.940,199.890
-0.374,1.483,0.775,-14.709,12.024,195.557
-0.295,2.137,0.666,-7.507,-1.343,188.721
-0.286,2.478,0.990,-5.920,-20.508,156.921
-0.209,2.533,1.404,-15.259,-37.292,105.896
-0.166,2.620,1.547,-19.714,-24.109,69.763
-0.137,2.568,1.387,-18.250,-2.747,33.081
-0.086,2.352,1.282,-17.883,7.019,-7.446
-0.042,2.081,1.394,-18.799,7.080,-40.527
-0.051,1.862,1.306,-21.301,17.761,-63.477
-0.030,1.839,1.020,-13.428,32.959,-74.829
0.049,1.786,0.867,-2.258,35.706,-90.088
0.005,1.653,0.594,2.808,33.508,-110.291
-0.066,1.322,0.521,10.132,26.062,-132.568
-0.037,1.086,0.510,21.545,15.442,-146.362
-0.068,0.976,0.516,35.095,8.545,-151.489
-0.102,0.700,0.494,48.523,4.150,-163.147
-0.178,0.438,0.444,58.899,1.648,-173.340
-0.250,0.332,0.437,67.993,-2.869,-173.828
-0.309,0.281,0.521,77.148,-12.207,-175.293
-0.365,0.128,0.574,83.618,-17.761,-182.983
-0.414,-0.168,0.735,81.360,-24.353,-193.848
-0.415,-0.433,0.967,76.111,-29.175,-198.547
-0.377,-0.658,1.141,68.237,-25.024,-196.106
-0.391,-0.848,1.259,59.021,-14.526,-191.528
-0.421,-1.041,1.204,43.640,0.793,-182.800
-0.397,-1.237,1.127,28.503,12.634,-169.922
-0.353,-1.265,1.080,14.343,16.418,-151.367
-0.316,-1.234,1.046,4.639,18.555,-132.812
-0.311,-1.325,0.995,-2.563,20.203,-121.399
-0.321,-1.451,0.914,-3.784,20.386,-110.046
-0.290,-1.598,0.916,0.305,14.221,-97.473
-0.274,-1.697,0.935,4.089,7.446,-81.238
-0.282,-1.795,0.963,6.592,2.869,-63.171
-0.290,-1.880,0.971,10.437,0.488,-42.297
-0.335,-1.931,0.949,12.756,-0.122,-18.738
-0.330,-1.992,0.952,12.634,-1.587,4.517
-0.318,-2.067,0.989,7.385,-2.991,29.358
-0.348,-2.129,0.930,-5.554,2.319,57.434
-0.384,-1.988,0.740,-18.616,8.118,86.792
-0.323,-1.928,0.826,-27.954,1.709,111.267
-0.426,-1.731,0.959,-47.668,-2.136,140.015
-0.476,-1.594,0.831,-64.758,11.414,164.246
-0.509,-1.373,0.630,-68.848,21.545,187.073
-0.538,-1.125,0.463,-60.120,21.729,207.947
-0.537,-0.909,0.399,-41.992,12.939,223.206
